Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 07/15  01:00:00,237.9289723,0,0,0,24.92036353,149.5221812,2.189055861,0,2.189055861,
 07/15  02:00:00,237.9289723,0,0,0,24.92036353,149.5221812,2.189187483,0,2.189187483,
 07/15  03:00:00,237.9289724,0,0,0,24.92036353,149.5221812,2.189049591,0,2.189049591,
 07/15  04:00:00,250.1511702,0,0,0,24.92036353,149.5221812,2.189180989,0,2.189180989,
 07/15  05:00:00,248.9659032,0,0,0,24.92036353,149.5221812,2.191206992,0,2.191206992,
 07/15  06:00:00,909.7423278,37.56362035,425.4210245,0,49.84072707,199.3629083,4.361101828,0,4.361101828,
 07/15  07:00:00,932.6042853,29.09957203,433.1704405,0,49.84072707,199.3629083,2.193014661,0,2.193014661,
 07/15  08:00:00,1215.399639,29.58797151,463.0250907,0,249.2036353,249.2036353,6.548172699,0,6.548172699,
 07/15  09:00:00,1178.200696,29.45796249,462.6200747,0,249.2036353,249.2036353,6.560805259,0,6.560805259,
 07/15  10:00:00,1125.688245,30.63767847,457.8175902,0,249.2036353,249.2036353,8.735509483,0,8.735509483,
 07/15  11:00:00,1121.534283,31.51475033,452.7847734,0,249.2036353,249.2036353,6.565431802,0,6.565431802,
 07/15  12:00:00,1122.481776,32.33406823,452.9142863,0,249.2036353,249.2036353,8.73845169,0,8.73845169,
 07/15  13:00:00,1122.193478,32.6565332,452.30397,0,249.2036353,249.2036353,6.55671602,0,6.55671602,
 07/15  14:00:00,879.974596,30.12332597,461.8237129,0,74.7610906,174.4425447,4.371744324,0,4.371744324,
 07/15  15:00:00,886.2556678,30.36264983,467.8663528,0,74.7610906,174.4425447,6.54412662,0,6.54412662,
 07/15  16:00:00,939.0532621,30.31302331,471.8243365,0,74.7610906,174.4425447,4.370507859,0,4.370507859,
 07/15  17:00:00,905.3855411,29.50651506,477.0607433,0,24.92036353,149.5221812,2.190388101,0,2.190388101,
 07/15  18:00:00,640.8597563,13.77174332,273.119801,0,24.92036353,149.5221812,2.190633265,0,2.190633265,
 07/15  19:00:00,612.2940243,11.92440724,257.3407081,0,24.92036353,149.5221812,4.361303286,0,4.361303286,
 07/15  20:00:00,314.9415819,0,0,0,24.92036353,149.5221812,2.190630736,0,2.190630736,
 07/15  21:00:00,299.0417448,0,0,0,24.92036353,149.5221812,2.191950692,0,2.191950692,
 07/15  22:00:00,274.5955656,0,0,0,24.92036353,149.5221812,2.189153839,0,2.189153839,
 07/15  23:00:00,250.1511701,0,0,0,24.92036353,149.5221812,2.189015639,0,2.189015639,
 07/15  24:00:00,237.9289723,0,0,0,24.92036353,149.5221812,2.189146869,0,2.189146869,
 07/16  01:00:00,237.9285251,0,0,0,24.92036353,149.5221812,2.188464512,0,2.188464512,
 07/16  02:00:00,237.9285251,0,0,0,24.92036353,149.5221812,2.188487392,0,2.188487392,
 07/16  03:00:00,237.9285245,0,0,0,24.92036353,149.5221812,0.02,0,0.02,
 07/16  04:00:00,250.1507224,0,0,0,24.92036353,149.5221812,2.188510062,0,2.188510062,
 07/16  05:00:00,248.9654553,0,0,0,24.92036353,149.5221812,2.190597568,0,2.190597568,
 07/16  06:00:00,633.7729909,13.02583669,278.8339928,0,24.92036353,149.5221812,2.188509187,0,2.188509187,
 07/16  07:00:00,832.8901004,19.26425594,422.3219378,0,24.92036353,149.5221812,2.188476623,0,2.188476623,
 07/16  08:00:00,815.1984969,17.08231363,408.4628712,0,24.92036353,149.5221812,2.188499033,0,2.188499033,
 07/16  09:00:00,862.2233728,22.96849507,480.8181828,0,24.92036353,149.5221812,2.188488268,0,2.188488268,
 07/16  10:00:00,770.3498634,19.05575547,445.5533256,0,24.92036353,149.5221812,0.02,0,0.02,
 07/16  11:00:00,828.2968163,22.63532948,496.1776143,0,24.92036353,149.5221812,2.18990236,0,2.18990236,
 07/16  12:00:00,780.8357847,18.71739478,456.3913469,0,24.92036353,149.5221812,2.189915116,0,2.189915116,
 07/16  13:00:00,833.3607634,22.63784439,501.2500305,0,24.92036353,149.5221812,4.364187695,0,4.364187695,
 07/16  14:00:00,783.6133742,18.82717856,459.1333038,0,24.92036353,149.5221812,2.189908572,0,2.189908572,
 07/16  15:00:00,832.230886,22.83609178,499.9348262,0,24.92036353,149.5221812,2.188506109,0,2.188506109,
 07/16  16:00:00,830.5638612,19.07954986,456.9369942,0,24.92036353,149.5221812,2.18806228,0,2.18806228,
 07/16  17:00:00,915.3552048,23.11524657,497.2326365,0,24.92036353,149.5221812,0.02,0,0.02,
 07/16  18:00:00,853.807237,19.10886166,443.6094978,0,24.92036353,149.5221812,2.18850629,0,2.18850629,
 07/16  19:00:00,872.9902898,22.83762411,479.7679122,0,24.92036353,149.5221812,2.18807815,0,2.18807815,
 07/16  20:00:00,762.4520921,14.4505824,353.1954304,0,24.92036353,149.5221812,2.18850649,0,2.18850649,
 07/16  21:00:00,416.2424097,1.175362863,77.03138075,0,24.92036353,149.5221812,2.190614961,0,2.190614961,
 07/16  22:00:00,357.3220285,0.783575242,55.94678222,0,24.92036353,149.5221812,2.188437039,0,2.188437039,
 07/16  23:00:00,377.274218,1.175362863,86.95329886,0,24.92036353,149.5221812,0.02,0,0.02,
 07/16  24:00:00,452.3325579,7.78113195,172.5726883,0,24.92036353,149.5221812,2.188459294,0,2.188459294,
 07/17  01:00:00,523.9558671,5.065928838,175.100312,0,24.92036353,199.3629083,2.189175788,0,2.189175788,
 07/17  02:00:00,287.7696957,0,0,0,24.92036353,199.3629083,2.189030551,0,2.189030551,
 07/17  03:00:00,287.7696957,0,0,0,24.92036353,199.3629083,2.189154821,0,2.189154821,
 07/17  04:00:00,299.9918935,0,0,0,24.92036353,199.3629083,2.18901065,0,2.18901065,
 07/17  05:00:00,323.7269877,0,0,0,49.84072707,199.3629083,2.191020462,0,2.191020462,
 07/17  06:00:00,978.6144663,37.13192037,492.3475727,0,49.84072707,199.3629083,2.190639314,0,2.190639314,
 07/17  07:00:00,1067.208069,29.1989774,464.7429258,0,149.5221812,199.3629083,8.734972196,0,8.734972196,
 07/17  08:00:00,1604.478537,34.74583977,448.2114096,0,448.5665436,448.5665436,10.97307445,0,10.97307445,
 07/17  09:00:00,1566.985715,40.65590639,441.6046097,0,448.5665436,448.5665436,13.17612898,0,13.17612898,
 07/17  10:00:00,1518.685092,42.90946217,440.1129231,0,448.5665436,448.5665436,15.37082097,0,15.37082097,
 07/17  11:00:00,1515.839509,43.68235241,436.18592,0,448.5665436,448.5665436,15.41121197,0,15.41121197,
 07/17  12:00:00,1464.40791,40.51257503,437.7603667,0,448.5665436,398.7258165,19.87522357,0,19.87522357,
 07/17  13:00:00,1514.835482,47.30689358,431.5542264,0,448.5665436,448.5665436,19.85617238,0,19.85617238,
 07/17  14:00:00,1515.700308,48.377413,431.3574348,0,448.5665436,448.5665436,10.96495835,0,10.96495835,
 07/17  15:00:00,1519.329027,49.92426329,433.6261341,0,448.5665436,448.5665436,13.15180261,0,13.15180261,
 07/17  16:00:00,1571.322239,52.95378285,434.4969089,0,448.5665436,448.5665436,15.3960666,0,15.3960666,
 07/17  17:00:00,1453.167297,42.74096849,438.9640753,0,348.8850895,398.7258165,8.755128919,0,8.755128919,
 07/17  18:00:00,1253.63081,34.62818977,446.3726569,0,249.2036353,299.0443624,6.560265565,0,6.560265565,
 07/17  19:00:00,1230.960814,33.3529879,449.4249288,0,249.2036353,299.0443624,6.548087397,0,6.548087397,
 07/17  20:00:00,1126.50203,30.49945409,454.6226368,0,149.5221812,249.2036353,6.552844785,0,6.552844785,
 07/17  21:00:00,1113.327223,29.50834035,458.3436788,0,149.5221812,249.2036353,2.191357361,0,2.191357361,
 07/17  22:00:00,477.6106977,0.783575242,101.4738364,0,49.84072707,199.3629083,2.189222079,0,2.189222079,
 07/17  23:00:00,437.6580458,2.339801632,108.0733257,0,24.92036353,199.3629083,2.189167605,0,2.189167605,
 07/17  24:00:00,501.4323695,8.564707192,171.0477537,0,24.92036353,199.3629083,2.189202022,0,2.189202022,
 07/18  01:00:00,432.2672672,1.175362863,104.3273668,0,24.92036353,199.3629083,2.189214447,0,2.189214447,
 07/18  02:00:00,287.7696938,0,0,0,24.92036353,199.3629083,2.189173134,0,2.189173134,
 07/18  03:00:00,287.7696938,0,0,0,24.92036353,199.3629083,2.189026087,0,2.189026087,
 07/18  04:00:00,449.9201733,1.175362863,109.7580612,0,24.92036353,199.3629083,2.189147755,0,2.189147755,
 07/18  05:00:00,323.7269848,0,0,0,49.84072707,199.3629083,2.191020643,0,2.191020643,
 07/18  06:00:00,972.4158655,39.04195136,484.2389441,0,49.84072707,199.3629083,2.190497369,0,2.190497369,
 07/18  07:00:00,1064.52641,29.27947814,461.9807743,0,149.5221812,199.3629083,6.556534871,0,6.556534871,
 07/18  08:00:00,1604.023269,39.90307689,442.630544,0,448.5665436,448.5665436,13.16167922,0,13.16167922,
 07/18  09:00:00,1571.871134,45.50755931,443.0302922,0,448.5665436,448.5665436,13.17298307,0,13.17298307,
 07/18  10:00:00,1530.974254,48.03480729,450.4960059,0,448.5665436,448.5665436,13.17932356,0,13.17932356,
 07/18  11:00:00,1524.264255,47.80219446,443.4625558,0,448.5665436,448.5665436,17.61059247,0,17.61059247,
 07/18  12:00:00,1465.345565,43.10765593,436.186153,0,448.5665436,398.7258165,19.87778934,0,19.87778934,
 07/18  13:00:00,1514.472233,50.04356332,428.4543297,0,448.5665436,448.5665436,19.85538164,0,19.85538164,
 07/18  14:00:00,1512.221441,52.06272249,424.1932769,0,448.5665436,448.5665436,10.96823852,0,10.96823852,
 07/18  15:00:00,1512.559467,53.95508228,422.6393811,0,448.5665436,448.5665436,10.96192138,0,10.96192138,
 07/18  16:00:00,1561.320148,50.12308409,426.3383839,0,448.5665436,448.5665436,15.39508181,0,15.39508181,
 07/18  17:00:00,1448.305391,41.94243576,434.3678661,0,348.8850895,398.7258165,10.93765578,0,10.93765578,
 07/18  18:00:00,1255.460719,34.17867216,448.6520897,0,249.2036353,299.0443624,6.560200081,0,6.560200081,
 07/18  19:00:00,1242.616553,32.5746947,461.8589675,0,249.2036353,299.0443624,6.548179393,0,6.548179393,
 07/18  20:00:00,1151.843583,29.82222949,480.6414197,0,149.5221812,249.2036353,4.375147752,0,4.375147752,
 07/18  21:00:00,1144.938481,29.16878014,490.2944996,0,149.5221812,249.2036353,4.362243879,0,4.362243879,
 07/18  22:00:00,349.3566506,0,0,0,49.84072707,199.3629083,2.189053283,0,2.189053283,
 07/18  23:00:00,299.9918915,0,0,0,24.92036353,199.3629083,2.189173682,0,2.189173682,
 07/18  24:00:00,287.7696936,0,0,0,24.92036353,199.3629083,2.189026372,0,2.189026372,
 07/19  01:00:00,391.2446656,1.175362863,63.50000002,0,24.92036353,199.3629083,0.02,0,0.02,
 07/19  02:00:00,287.7696919,0,0,0,24.92036353,199.3629083,2.189142791,0,2.189142791,
 07/19  03:00:00,287.769692,0,0,0,24.92036353,199.3629083,2.188991701,0,2.188991701,
 07/19  04:00:00,299.9918898,0,0,0,24.92036353,199.3629083,2.189109185,0,2.189109185,
 07/19  05:00:00,323.7269828,0,0,0,49.84072707,199.3629083,4.362335719,0,4.362335719,
 07/19  06:00:00,927.8528409,36.90430924,443.170494,0,49.84072707,199.3629083,2.190484867,0,2.190484867,
 07/19  07:00:00,1069.298683,29.87326049,466.1592708,0,149.5221812,199.3629083,6.557019916,0,6.557019916,
 07/19  08:00:00,1601.222259,43.87802227,435.8229747,0,448.5665436,448.5665436,13.15738252,0,13.15738252,
 07/19  09:00:00,1559.454885,48.60719022,425.9916919,0,448.5665436,448.5665436,13.16796317,0,13.16796317,
 07/19  10:00:00,1511.98096,49.26919529,426.7441165,0,448.5665436,448.5665436,13.17407893,0,13.17407893,
 07/19  11:00:00,1511.933184,48.5608948,427.4010764,0,448.5665436,448.5665436,15.41144923,0,15.41144923,
 07/19  12:00:00,1465.807186,43.62358172,436.0486742,0,448.5665436,398.7258165,19.87754002,0,19.87754002,
 07/19  13:00:00,1509.325918,49.88674084,423.4648576,0,448.5665436,448.5665436,19.85524539,0,19.85524539,
 07/19  14:00:00,1507.208174,50.44947891,420.7932612,0,448.5665436,448.5665436,13.15270336,0,13.15270336,
 07/19  15:00:00,1512.276413,53.35534015,422.9560893,0,448.5665436,448.5665436,10.9634811,0,10.9634811,
 07/19  16:00:00,1560.144625,56.19676376,419.0891898,0,448.5665436,448.5665436,15.39452498,0,15.39452498,
 07/19  17:00:00,1446.640935,48.5608779,426.0849781,0,348.8850895,398.7258165,8.754256942,0,8.754256942,
 07/19  18:00:00,1257.45934,37.90818475,446.9212063,0,249.2036353,299.0443624,8.740209979,0,8.740209979,
 07/19  19:00:00,1244.48054,34.0220098,462.2756445,0,249.2036353,299.0443624,4.371918829,0,4.371918829,
 07/19  20:00:00,1149.22294,29.58424337,478.2587686,0,149.5221812,249.2036353,6.552361959,0,6.552361959,
 07/19  21:00:00,1134.67449,29.125126,480.0741661,0,149.5221812,249.2036353,2.191013003,0,2.191013003,
 07/19  22:00:00,349.356649,0,0,0,49.84072707,199.3629083,2.189199269,0,2.189199269,
 07/19  23:00:00,431.1150966,1.175362863,90.95299655,0,24.92036353,199.3629083,2.189138064,0,2.189138064,
 07/19  24:00:00,287.7696921,0,0,0,24.92036353,199.3629083,2.188986994,0,2.188986994,
 07/20  01:00:00,287.7696904,0,0,0,24.92036353,199.3629083,2.189100216,0,2.189100216,
 07/20  02:00:00,287.7696905,0,0,0,24.92036353,199.3629083,2.188835839,0,2.188835839,
 07/20  03:00:00,287.7696903,0,0,0,24.92036353,199.3629083,2.189061792,0,2.189061792,
 07/20  04:00:00,299.9918881,0,0,0,24.92036353,199.3629083,2.189175824,0,2.189175824,
 07/20  05:00:00,441.046765,1.175362863,77.14958724,0,49.84072707,199.3629083,2.191309797,0,2.191309797,
 07/20  06:00:00,926.4413361,37.55523704,439.7511339,0,49.84072707,199.3629083,2.190508042,0,2.190508042,
 07/20  07:00:00,1057.657603,30.10229908,454.2891586,0,149.5221812,199.3629083,6.556427436,0,6.556427436,
 07/20  08:00:00,1599.64131,44.34458886,433.7754752,0,448.5665436,448.5665436,13.16099014,0,13.16099014,
 07/20  09:00:00,1558.913607,46.34544011,427.7121806,0,448.5665436,448.5665436,13.17199393,0,13.17199393,
 07/20  10:00:00,1513.68679,45.20132209,432.5597016,0,448.5665436,448.5665436,13.17804311,0,13.17804311,
 07/20  11:00:00,1524.313003,48.31358544,441.7855226,0,448.5665436,448.5665436,17.60838611,0,17.60838611,
 07/20  12:00:00,1478.136374,44.94905126,450.3505061,0,448.5665436,398.7258165,19.87441667,0,19.87441667,
 07/20  13:00:00,1528.161545,48.97165984,446.1836316,0,448.5665436,448.5665436,17.6480868,0,17.6480868,
 07/20  14:00:00,1516.751812,44.05527977,436.8666329,0,448.5665436,448.5665436,13.15596345,0,13.15596345,
 07/20  15:00:00,1520.771259,43.49058614,442.3599435,0,448.5665436,448.5665436,10.96297949,0,10.96297949,
 07/20  16:00:00,1578.958991,47.7020487,448.773539,0,448.5665436,448.5665436,15.39578138,0,15.39578138,
 07/20  17:00:00,1455.72417,39.52796034,445.5819878,0,348.8850895,398.7258165,8.753716507,0,8.753716507,
 07/20  18:00:00,1254.544219,32.36621109,449.5480658,0,249.2036353,299.0443624,8.740109583,0,8.740109583,
 07/20  19:00:00,1233.048428,31.12978304,453.7357631,0,249.2036353,299.0443624,4.372146688,0,4.372146688,
 07/20  20:00:00,1132.104845,29.28689272,461.4380313,0,149.5221812,249.2036353,6.551917158,0,6.551917158,
 07/20  21:00:00,1128.053513,29.09957203,473.4787458,0,149.5221812,249.2036353,4.362028742,0,4.362028742,
 07/20  22:00:00,349.3566472,0,0,0,49.84072707,199.3629083,0.02,0,0.02,
 07/20  23:00:00,299.9918881,0,0,0,24.92036353,199.3629083,2.189072684,0,2.189072684,
 07/20  24:00:00,287.7696904,0,0,0,24.92036353,199.3629083,2.189186506,0,2.189186506,
 07/21  01:00:00,287.7696888,0,0,0,24.92036353,199.3629083,2.18903053,0,2.18903053,
 07/21  02:00:00,287.7696888,0,0,0,24.92036353,199.3629083,2.189141745,0,2.189141745,
 07/21  03:00:00,287.7696889,0,0,0,24.92036353,199.3629083,2.188986445,0,2.188986445,
 07/21  04:00:00,299.9918866,0,0,0,24.92036353,199.3629083,2.189097561,0,2.189097561,
 07/21  05:00:00,323.7269767,0,0,0,49.84072707,199.3629083,2.191078665,0,2.191078665,
 07/21  06:00:00,922.0152154,39.17033999,433.8748556,0,49.84072707,199.3629083,4.360874224,0,4.360874224,
 07/21  07:00:00,1046.849591,29.20076528,444.4053316,0,149.5221812,199.3629083,6.555156621,0,6.555156621,
 07/21  08:00:00,1601.466082,40.71584791,439.2289941,0,448.5665436,448.5665436,10.9707804,0,10.9707804,
 07/21  09:00:00,1563.147074,47.01085364,431.4397166,0,448.5665436,448.5665436,13.1743466,0,13.1743466,
 07/21  10:00:00,1523.930483,46.7215373,443.1911632,0,448.5665436,448.5665436,15.3719526,0,15.3719526,
 07/21  11:00:00,1534.94621,48.49635451,454.4526878,0,448.5665436,448.5665436,15.40745815,0,15.40745815,
 07/21  12:00:00,1483.608518,44.38984411,457.651908,0,448.5665436,398.7258165,19.86890518,0,19.86890518,
 07/21  13:00:00,1529.4674,49.22290137,447.5936709,0,448.5665436,448.5665436,19.85402538,0,19.85402538,
 07/21  14:00:00,1517.224253,46.79141774,434.9876162,0,448.5665436,448.5665436,10.96754727,0,10.96754727,
 07/21  15:00:00,1512.581258,46.58962271,430.0266659,0,448.5665436,448.5665436,10.9610073,0,10.9610073,
 07/21  16:00:00,1560.189177,45.66530637,429.6652361,0,448.5665436,448.5665436,15.39514566,0,15.39514566,
 07/21  17:00:00,1448.138769,42.4983229,433.6453829,0,348.8850895,398.7258165,10.93753002,0,10.93753002,
 07/21  18:00:00,1253.126811,35.5251719,444.9717046,0,249.2036353,299.0443624,6.560318901,0,6.560318901,
 07/21  19:00:00,1233.141999,32.87601877,452.0831034,0,249.2036353,299.0443624,4.371817308,0,4.371817308,
 07/21  20:00:00,1134.84212,29.54636739,463.9158374,0,149.5221812,249.2036353,6.552497607,0,6.552497607,
 07/21  21:00:00,1123.057804,29.10520999,468.4774007,0,149.5221812,249.2036353,4.362420468,0,4.362420468,
 07/21  22:00:00,349.3566456,0,0,0,49.84072707,199.3629083,2.189000519,0,2.189000519,
 07/21  23:00:00,299.9918864,0,0,0,24.92036353,199.3629083,0.02,0,0.02,
 07/21  24:00:00,287.7696886,0,0,0,24.92036353,199.3629083,2.189111388,0,2.189111388,
 07/22  01:00:00,237.9289601,0,0,0,24.92036353,149.5221812,2.188953169,0,2.188953169,
 07/22  02:00:00,237.9289601,0,0,0,24.92036353,149.5221812,2.189061569,0,2.189061569,
 07/22  03:00:00,237.9289602,0,0,0,24.92036353,149.5221812,2.189169588,0,2.189169588,
 07/22  04:00:00,250.151158,0,0,0,24.92036353,149.5221812,2.189011686,0,2.189011686,
 07/22  05:00:00,248.9658839,0,0,0,24.92036353,149.5221812,2.191252587,0,2.191252587,
 07/22  06:00:00,928.0193584,36.92230677,441.9620841,0,49.84072707,199.3629083,4.369173199,0.008172981,4.361000217,
 07/22  07:00:00,954.40156,29.71377719,451.139757,0,49.84072707,199.3629083,2.192965629,0,2.192965629,
 07/22  08:00:00,1214.735214,31.93316753,460.0155061,0,249.2036353,249.2036353,6.547749161,0,6.547749161,
 07/22  09:00:00,1171.637282,32.83529917,452.6793755,0,249.2036353,249.2036353,6.559469474,0,6.559469474,
 07/22  10:00:00,1123.108098,32.49442261,453.3807448,0,249.2036353,249.2036353,6.556908386,0,6.556908386,
 07/22  11:00:00,1123.890744,32.3762182,454.2798229,0,249.2036353,249.2036353,8.745982468,0,8.745982468,
 07/22  12:00:00,1122.755397,32.67281355,452.8492104,0,249.2036353,249.2036353,6.55849405,0,6.55849405,
 07/22  13:00:00,1122.188203,32.92312098,452.0321518,0,249.2036353,249.2036353,8.734040945,0,8.734040945,
 07/22  14:00:00,876.7810542,31.33117907,457.4223559,0,74.7610906,174.4425447,4.371991645,0,4.371991645,
 07/22  15:00:00,879.9432678,31.21650509,460.7001295,0,74.7610906,174.4425447,4.369030677,0,4.369030677,
 07/22  16:00:00,929.9737751,32.23763621,460.8202712,0,74.7610906,174.4425447,6.545571996,0,6.545571996,
 07/22  17:00:00,896.4942787,31.58294184,466.0930706,0,24.92036353,149.5221812,2.190424364,0,2.190424364,
 07/22  18:00:00,789.1564796,20.63512499,394.7301605,0,24.92036353,149.5221812,2.19060782,0,2.19060782,
 07/22  19:00:00,715.8723062,18.63387302,356.9147759,0,24.92036353,149.5221812,2.190573505,0,2.190573505,
 07/22  20:00:00,625.3166374,12.06894759,248.3471605,0,24.92036353,149.5221812,2.190538642,0,2.190538642,
 07/22  21:00:00,412.0735218,1.175362863,72.86161879,0,24.92036353,149.5221812,4.363877308,0,4.363877308,
 07/22  22:00:00,274.5955535,0,0,0,24.92036353,149.5221812,2.189151023,0,2.189151023,
 07/22  23:00:00,250.1511579,0,0,0,24.92036353,149.5221812,2.188992902,0,2.188992902,
 07/22  24:00:00,237.92896,0,0,0,24.92036353,149.5221812,2.189100753,0,2.189100753,
 07/23  01:00:00,237.928515,0,0,0,24.92036353,149.5221812,0.02,0,0.02,
 07/23  02:00:00,237.928515,0,0,0,24.92036353,149.5221812,2.188487076,0,2.188487076,
 07/23  03:00:00,237.9285156,0,0,0,24.92036353,149.5221812,2.18802552,0,2.18802552,
 07/23  04:00:00,250.1507134,0,0,0,24.92036353,149.5221812,2.188272071,0,2.188272071,
 07/23  05:00:00,257.5091047,0,0,0,24.92036353,149.5221812,2.190367069,0,2.190367069,
 07/23  06:00:00,419.0113651,6.983818566,114.2679867,0,24.92036353,149.5221812,2.18844759,0,2.18844759,
 07/23  07:00:00,657.2732108,17.61763528,278.2964493,0,24.92036353,149.5221812,0.02,0,0.02,
 07/23  08:00:00,762.0502216,20.05096738,371.6623286,0,24.92036353,149.5221812,2.188449809,0,2.188449809,
 07/23  09:00:00,404.4666824,5.029404493,109.4905681,0,24.92036353,149.5221812,2.188451641,0,2.188451641,
 07/23  10:00:00,427.2685446,8.689215674,173.4182048,0,24.92036353,149.5221812,2.188453499,0,2.188453499,
 07/23  11:00:00,638.2876682,15.01087058,331.7761209,0,24.92036353,149.5221812,2.189796513,0,2.189796513,
 07/23  12:00:00,555.8064317,12.36411552,271.7413628,0,24.92036353,149.5221812,2.189756586,0,2.189756586,
 07/23  13:00:00,542.7104702,12.22464802,263.2729958,0,24.92036353,149.5221812,2.191952191,0,2.191952191,
 07/23  14:00:00,570.477368,13.09614258,283.2500757,0,24.92036353,149.5221812,2.189882468,0,2.189882468,
 07/23  15:00:00,558.4254455,11.93835172,276.867568,0,24.92036353,149.5221812,2.188432063,0,2.188432063,
 07/23  16:00:00,688.6675211,11.64425485,334.2305051,0,24.92036353,149.5221812,2.188477749,0,2.188477749,
 07/23  17:00:00,692.9601853,10.5127212,305.9977437,0,24.92036353,149.5221812,2.188479509,0,2.188479509,
 07/23  18:00:00,338.1037078,0.391787621,28.04735165,0,24.92036353,149.5221812,0.02,0,0.02,
 07/23  19:00:00,632.8291955,12.11259038,285.7732641,0,24.92036353,149.5221812,2.188481274,0,2.188481274,
 07/23  20:00:00,314.9402336,0,0,0,24.92036353,149.5221812,2.188438274,0,2.188438274,
 07/23  21:00:00,299.0408338,0,0,0,24.92036353,149.5221812,2.190394147,0,2.190394147,
 07/23  22:00:00,408.8538736,1.175362863,94.08856975,0,24.92036353,149.5221812,2.188394373,0,2.188394373,
 07/23  23:00:00,250.1507134,0,0,0,24.92036353,149.5221812,2.18839552,0,2.18839552,
 07/23  24:00:00,237.928515,0,0,0,24.92036353,149.5221812,0.02,0,0.02,
 07/24  01:00:00,287.7696839,0,0,0,24.92036353,199.3629083,2.18909954,0,2.18909954,
 07/24  02:00:00,287.7696841,0,0,0,24.92036353,199.3629083,2.188936911,0,2.188936911,
 07/24  03:00:00,287.7696841,0,0,0,24.92036353,199.3629083,2.189039538,0,2.189039538,
 07/24  04:00:00,299.991882,0,0,0,24.92036353,199.3629083,2.189141846,0,2.189141846,
 07/24  05:00:00,579.0895263,5.065928838,185.7330017,0,49.84072707,199.3629083,2.190965498,0,2.190965498,
 07/24  06:00:00,978.126965,31.80134582,497.1906617,0,49.84072707,199.3629083,4.361151285,0,4.361151285,
 07/24  07:00:00,1061.994271,30.71452052,458.0136299,0,149.5221812,199.3629083,6.555813492,0,6.555813492,
 07/24  08:00:00,1612.743869,43.30548558,449.1327704,0,448.5665436,448.5665436,10.96763341,0,10.96763341,
 07/24  09:00:00,1588.290491,48.5985941,459.1557223,0,448.5665436,448.5665436,13.1747324,0,13.1747324,
 07/24  10:00:00,1547.232111,50.26615639,463.8951262,0,448.5665436,448.5665436,15.36810076,0,15.36810076,
 07/24  11:00:00,1551.980898,52.05770718,463.9543015,0,448.5665436,448.5665436,15.40679299,0,15.40679299,
 07/24  12:00:00,1493.446959,46.95184135,461.0041623,0,448.5665436,398.7258165,19.86822429,0,19.86822429,
 07/24  13:00:00,1545.544778,54.39549902,456.3412134,0,448.5665436,448.5665436,17.64800084,0,17.64800084,
 07/24  14:00:00,1548.305845,57.09667372,455.6039881,0,448.5665436,448.5665436,13.15599645,0,13.15599645,
 07/24  15:00:00,1556.127852,64.55022839,455.6126841,0,448.5665436,448.5665436,10.96107799,0,10.96107799,
 07/24  16:00:00,1603.579383,67.82996915,450.8908192,0,448.5665436,448.5665436,15.39232462,0,15.39232462,
 07/24  17:00:00,1473.190077,54.6203968,448.5541493,0,348.8850895,398.7258165,8.753051285,0,8.753051285,
 07/24  18:00:00,1257.2416,42.03059114,445.9800872,0,249.2036353,299.0443624,8.740360663,0,8.740360663,
 07/24  19:00:00,1232.612685,37.01178412,447.9009743,0,249.2036353,299.0443624,4.371749155,0,4.371749155,
 07/24  20:00:00,1126.387784,31.69799375,453.3098893,0,149.5221812,249.2036353,6.551197494,0,6.551197494,
 07/24  21:00:00,1111.669183,30.51730685,455.6766904,0,149.5221812,249.2036353,2.1912688,0,2.1912688,
 07/24  22:00:00,698.1254259,11.2597721,276.2766372,0,49.84072707,199.3629083,2.189174227,0,2.189174227,
 07/24  23:00:00,712.8088597,11.28666635,324.2735976,0,24.92036353,199.3629083,2.189170369,0,2.189170369,
 07/24  24:00:00,760.3489756,12.29907704,371.6379866,0,24.92036353,199.3629083,2.189166515,0,2.189166515,
 07/25  01:00:00,590.3700459,11.75774121,241.6262083,0,24.92036353,199.3629083,2.188668917,0,2.188668917,
 07/25  02:00:00,422.0096211,1.15710069,94.11015993,0,24.92036353,199.3629083,2.189152914,0,2.189152914,
 07/25  03:00:00,333.1575452,0.391787621,31.99779548,0,24.92036353,199.3629083,2.189120352,0,2.189120352,
 07/25  04:00:00,621.6645183,12.84706079,257.7502575,0,24.92036353,199.3629083,2.1890868,0,2.1890868,
 07/25  05:00:00,501.2800343,1.530626139,140.6202754,0,49.84072707,199.3629083,2.191181073,0,2.191181073,
 07/25  06:00:00,1004.121466,37.10839772,517.8781134,0,49.84072707,199.3629083,2.190527061,0,2.190527061,
 07/25  07:00:00,1068.969402,30.00358469,465.6997009,0,149.5221812,199.3629083,6.556520303,0,6.556520303,
 07/25  08:00:00,1612.8634,34.51181889,456.830389,0,448.5665436,448.5665436,13.16016842,0,13.16016842,
