Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.880622512,6.26595044,0,5.804934189,0,0.159828906,0.159828906,0.159828906,0.161612796,0.035211311,0.092942925,0.413914574,0.432506761
 01/01  02:00:00,0.765503361,6.769136769,0,6.402620856,0,0.176285183,0.176285183,0.176285183,0.094274166,0.020539939,0.07618578,0.381106294,0.340266182
 01/01  03:00:00,0.726264441,7.172924399,0,6.832756275,0,0.188128224,0.188128224,0.188128224,0.067338672,0.014671381,0.062326493,0.37668767,0.314222738
 01/01  04:00:00,0.721386598,7.497714681,0,7.151445771,0,0.196902793,0.196902793,0.196902793,0.067338672,0.014671381,0.053976431,0.371385321,0.320688739
 01/01  05:00:00,0.726880416,7.849028409,0,7.43025428,0,0.204579307,0.204579307,0.204579307,0.067338672,0.014671381,0.065822864,0.357356191,0.394160251
 01/01  06:00:00,0.786228314,8.303006926,0,7.563474321,0,0.208247292,0.208247292,0.208247292,0.067338672,0.014671381,0.080078181,0.398780788,0.712065495
 01/01  07:00:00,1.010281023,8.728515847,0,7.387797658,0,0.203410337,0.203410337,0.203410337,0.154878975,0.033744183,0.140383543,0.460751986,1.308982646
 01/01  08:00:00,1.336666859,8.81392113,0,7.298685935,0,0.200956798,0.200956798,0.200956798,0.316491771,0.068955493,0.228567291,0.489583505,1.481513803
 01/01  09:00:00,1.296280243,8.562937909,0,7.08525904,0,0.195080455,0.195080455,0.195080455,0.303024045,0.066021219,0.30112795,0.413914574,1.44916938
 01/01  10:00:00,1.118839407,8.092730019,0,6.746921894,0,0.185764922,0.185764922,0.185764922,0.154878975,0.033744183,0.375064554,0.352274774,1.321544243
 01/01  11:00:00,1.140846204,8.873688514,0,7.683885446,0,0.211562606,0.211562606,0.211562606,0.127943439,0.027875616,0.395792849,0.360559693,1.164968541
 01/01  12:00:00,1.125344746,7.515447069,0,6.469807296,0,0.178135047,0.178135047,0.178135047,0.127943439,0.027875616,0.413608485,0.360670159,1.020797637
 01/01  13:00:00,1.08711696,6.744987544,0,5.808782893,0,0.159934874,0.159934874,0.159934874,0.127943439,0.027875616,0.39965648,0.354594551,0.911780989
 01/01  14:00:00,1.057013237,6.52717306,0,5.658247325,0,0.155790135,0.155790135,0.155790135,0.127943439,0.027875616,0.361435816,0.366856232,0.843657517
 01/01  15:00:00,1.053087139,6.351506211,0,5.545070018,0,0.152673992,0.152673992,0.152673992,0.134677344,0.029342762,0.331767743,0.387513298,0.779745163
 01/01  16:00:00,1.117596916,6.135005068,0,5.320218154,0,0.146483082,0.146483082,0.146483082,0.168346701,0.036678457,0.339922589,0.409054088,0.786612203
 01/01  17:00:00,1.375524106,6.00478804,0,5.102621723,0,0.140491937,0.140491937,0.140491937,0.282822414,0.061619798,0.389638663,0.483839294,0.868840572
 01/01  18:00:00,1.855103218,5.797450738,0,4.725317437,0,0.130103511,0.130103511,0.130103511,0.52524165,0.114436773,0.480421868,0.587787417,1.031647847
 01/01  19:00:00,2.209266367,6.323453579,0,5.087805049,0,0.140083985,0.140083985,0.140083985,0.781128612,0.170188022,0.43259402,0.638159727,1.191693547
 01/01  20:00:00,2.146772546,5.361362724,0,4.091044054,0,0.112639881,0.112639881,0.112639881,0.828265695,0.180457992,0.349590651,0.658706327,1.224948484
 01/01  21:00:00,1.986157285,5.094613027,0,3.910052867,0,0.107656599,0.107656599,0.107656599,0.713789982,0.155516632,0.310730298,0.681351773,1.137630208
 01/01  22:00:00,1.812116819,4.907843989,0,3.839769729,0,0.105721473,0.105721473,0.105721473,0.599314185,0.130575291,0.29394914,0.665444728,1.022239949
 01/01  23:00:00,1.486383131,4.869543184,0,3.986903888,0,0.10977256,0.10977256,0.10977256,0.451169115,0.098298255,0.234174068,0.575857133,0.842975573
 01/01  24:00:00,1.163033043,4.919521562,0,4.242503972,0,0.11681007,0.11681007,0.11681007,0.309757866,0.067488347,0.151455627,0.500409133,0.642550552
 01/02  01:00:00,0.839880407,5.007926262,0,4.563948136,0,0.125660484,0.125660484,0.125660484,0.161612796,0.035211311,0.086369242,0.413914574,0.415468637
 01/02  02:00:00,0.715897494,5.102168678,0,4.744306429,0,0.13062634,0.13062634,0.13062634,0.094274166,0.020539939,0.072238755,0.381106294,0.33161252
 01/02  03:00:00,0.67207267,5.293433726,0,4.959368032,0,0.136547692,0.136547692,0.136547692,0.067338672,0.014671381,0.059715255,0.37668767,0.308120308
 01/02  04:00:00,0.665024982,5.494229607,0,5.154001146,0,0.141906581,0.141906581,0.141906581,0.067338672,0.014671381,0.052611026,0.371385321,0.314648289
 01/02  05:00:00,0.665878523,5.71807623,0,5.311700775,0,0.14624857,0.14624857,0.14624857,0.067338672,0.014671381,0.063151709,0.357356191,0.381761577
 01/02  06:00:00,0.721990904,6.080903287,0,5.379182912,0,0.148106575,0.148106575,0.148106575,0.067338672,0.014671381,0.075981488,0.398780788,0.674253266
 01/02  07:00:00,0.956442033,7.071096998,0,5.81829811,0,0.160196859,0.160196859,0.160196859,0.154878975,0.033744183,0.129758031,0.460751986,1.221063345
 01/02  08:00:00,1.273141601,7.167638444,0,5.760042932,0,0.158592902,0.158592902,0.158592902,0.316491771,0.068955493,0.207405929,0.489583505,1.373874119
 01/02  09:00:00,1.215836479,6.705602631,0,5.341679804,0,0.147073991,0.147073991,0.147073991,0.303024045,0.066021219,0.268690649,0.413914574,1.335413338
 01/02  10:00:00,1.021528071,6.088725521,0,4.848119116,0,0.133484644,0.133484644,0.133484644,0.154878975,0.033744183,0.330033496,0.352274774,1.216342524
 01/02  11:00:00,1.006488038,5.752521111,0,4.653301289,0,0.12812067,0.12812067,0.12812067,0.127943439,0.027875616,0.34487662,0.360559693,1.074385295
 01/02  12:00:00,1.009476952,5.139637883,0,4.167901253,0,0.114756012,0.114756012,0.114756012,0.127943439,0.027875616,0.361119726,0.360670159,0.946894494
 01/02  13:00:00,0.986939636,4.778800399,0,3.906837021,0,0.107568056,0.107568056,0.107568056,0.127943439,0.027875616,0.351845974,0.354594551,0.847539717
 01/02  14:00:00,0.962609669,4.625920401,0,3.812643493,0,0.104974599,0.104974599,0.104974599,0.127943439,0.027875616,0.317847783,0.366856232,0.78800869
 01/02  15:00:00,0.96322909,4.458472948,0,3.702482853,0,0.101941515,0.101941515,0.101941515,0.134677344,0.029342762,0.292642171,0.387513298,0.729299066
 01/02  16:00:00,1.031439907,4.301642681,0,3.536993338,0,0.097385045,0.097385045,0.097385045,0.168346701,0.036678457,0.302863616,0.409054088,0.736474633
 01/02  17:00:00,1.288795065,4.097715413,0,3.257178186,0,0.089680815,0.089680815,0.089680815,0.282822414,0.061619798,0.353720743,0.483839294,0.807211483
 01/02  18:00:00,1.774452574,4.078183349,0,3.080082797,0,0.084804797,0.084804797,0.084804797,0.52524165,0.114436773,0.445069937,0.587787417,0.957615099
 01/02  19:00:00,2.108262891,3.804878602,0,2.665531019,0,0.073390825,0.073390825,0.073390825,0.781128612,0.170188022,0.398283704,0.638159727,1.095392601
 01/02  20:00:00,2.057921418,3.27031348,0,2.10775823,0,0.058033508,0.058033508,0.058033508,0.828265695,0.180457992,0.315345897,0.658706327,1.117185065
 01/02  21:00:00,1.898602718,3.078854369,0,1.996035069,0,0.054957402,0.054957402,0.054957402,0.713789982,0.155516632,0.275874928,0.681351773,1.035889348
 01/02  22:00:00,1.725632111,2.974606745,0,1.991902657,0,0.054843623,0.054843623,0.054843623,0.599314185,0.130575291,0.258342283,0.665444728,0.936869776
 01/02  23:00:00,1.41345176,3.181319382,0,2.365660388,0,0.065134401,0.065134401,0.065134401,0.451169115,0.098298255,0.205880856,0.575857133,0.775995271
 01/02  24:00:00,1.107252743,3.416760012,0,2.780802042,0,0.076564615,0.076564615,0.076564615,0.309757866,0.067488347,0.135920782,0.500409133,0.601490933
 01/03  01:00:00,0.806586964,3.800597302,0,3.35474107,0,0.092367041,0.092367041,0.092367041,0.161612796,0.035211311,0.086369242,0.413914574,0.417346742
 01/03  02:00:00,0.688296068,4.101129343,0,3.741831586,0,0.103024915,0.103024915,0.103024915,0.094274166,0.020539939,0.072238755,0.381106294,0.333048026
 01/03  03:00:00,0.649058313,4.45894263,0,4.123494032,0,0.113533335,0.113533335,0.113533335,0.067338672,0.014671381,0.059715255,0.37668767,0.309503212
 01/03  04:00:00,0.645191054,4.775084289,0,4.433639307,0,0.122072654,0.122072654,0.122072654,0.067338672,0.014671381,0.052611026,0.371385321,0.315864809
 01/03  05:00:00,0.653333115,5.263828017,0,4.85605562,0,0.133703162,0.133703162,0.133703162,0.067338672,0.014671381,0.063151709,0.357356191,0.38315852
 01/03  06:00:00,0.713069409,5.758644264,0,5.055157075,0,0.139185079,0.139185079,0.139185079,0.067338672,0.014671381,0.075981488,0.398780788,0.67602008
 01/03  07:00:00,0.943945176,6.619854221,0,5.364416333,0,0.147700003,0.147700003,0.147700003,0.154878975,0.033744183,0.129758031,0.460751986,1.223702344
 01/03  08:00:00,1.251076969,6.368657657,0,4.958662628,0,0.13652827,0.13652827,0.13652827,0.316491771,0.068955493,0.207405929,0.489583505,1.376273637
 01/03  09:00:00,1.204985402,6.314186795,0,4.947572204,0,0.136222914,0.136222914,0.136222914,0.303024045,0.066021219,0.268690649,0.413914574,1.338105101
 01/03  10:00:00,1.017149678,5.932730304,0,4.689097298,0,0.129106251,0.129106251,0.129106251,0.154878975,0.033744183,0.330033496,0.352274774,1.219369126
 01/03  11:00:00,1.038726476,6.926208269,0,5.824190948,0,0.160359108,0.160359108,0.160359108,0.127943439,0.027875616,0.34487662,0.360559693,1.077182794
 01/03  12:00:00,1.03516144,6.074482525,0,5.100753575,0,0.140440501,0.140440501,0.140440501,0.127943439,0.027875616,0.361119726,0.360670159,0.948886814
 01/03  13:00:00,1.019529774,5.962821096,0,5.0905003,0,0.140158194,0.140158194,0.140158194,0.127943439,0.027875616,0.351845974,0.354594551,0.847897134
 01/03  14:00:00,0.999812396,5.977743673,0,5.163834505,0,0.142177326,0.142177326,0.142177326,0.127943439,0.027875616,0.317847783,0.366856232,0.78864095
 01/03  15:00:00,1.01344871,6.283339869,0,5.526443212,0,0.152161135,0.152161135,0.152161135,0.134677344,0.029342762,0.292642171,0.387513298,0.730205627
 01/03  16:00:00,1.08690475,6.316844904,0,5.551458493,0,0.152849888,0.152849888,0.152849888,0.168346701,0.036678457,0.302863616,0.409054088,0.737211701
 01/03  17:00:00,1.358663467,6.636206269,0,5.794775975,0,0.159549217,0.159549217,0.159549217,0.282822414,0.061619798,0.353720743,0.483839294,0.808104549
 01/03  18:00:00,1.882109881,7.989199559,0,6.990161352,0,0.192462103,0.192462103,0.192462103,0.52524165,0.114436773,0.445069937,0.587787417,0.958552753
 01/03  19:00:00,2.196625722,7.014471628,0,5.874840478,0,0.161753656,0.161753656,0.161753656,0.781128612,0.170188022,0.398283704,0.638159727,1.095676167
 01/03  20:00:00,2.153593703,6.745227815,0,5.582544673,0,0.153705792,0.153705792,0.153705792,0.828265695,0.180457992,0.315345897,0.658706327,1.117312956
 01/03  21:00:00,2.000851611,6.793150396,0,5.709681792,0,0.157206295,0.157206295,0.157206295,0.713789982,0.155516632,0.275874928,0.681351773,1.036538652
 01/03  22:00:00,1.83381249,6.903351179,0,5.920979064,0,0.163024003,0.163024003,0.163024003,0.599314185,0.130575291,0.258342283,0.665444728,0.936537803
 01/03  23:00:00,1.527740516,7.331045342,0,6.516591034,0,0.179423157,0.179423157,0.179423157,0.451169115,0.098298255,0.205880856,0.575857133,0.774790585
 01/03  24:00:00,1.221185203,7.552983814,0,6.918792168,0,0.190497075,0.190497075,0.190497075,0.309757866,0.067488347,0.135920782,0.500409133,0.599724609
 01/04  01:00:00,0.912886744,7.658845413,0,7.215514686,0,0.198666821,0.198666821,0.198666821,0.161612796,0.035211311,0.086369242,0.413914574,0.414821238
 01/04  02:00:00,0.792786301,7.89330254,0,7.536883052,0,0.207515147,0.207515147,0.207515147,0.094274166,0.020539939,0.072238755,0.381106294,0.330169757
 01/04  03:00:00,0.747549736,8.03335327,0,7.700670663,0,0.212024758,0.212024758,0.212024758,0.067338672,0.014671381,0.059715255,0.37668767,0.306737221
 01/04  04:00:00,0.746535622,8.453219482,0,8.114441223,0,0.223417221,0.223417221,0.223417221,0.067338672,0.014671381,0.052611026,0.371385321,0.313198087
 01/04  05:00:00,0.735144221,8.232309331,0,7.827408519,0,0.215514268,0.215514268,0.215514268,0.067338672,0.014671381,0.063151709,0.357356191,0.380286934
 01/04  06:00:00,0.785960876,8.403571621,0,7.702551619,0,0.212076547,0.212076547,0.212076547,0.067338672,0.014671381,0.075981488,0.398780788,0.673552893
 01/04  07:00:00,1.001024143,8.692039007,0,7.437505949,0,0.204778969,0.204778969,0.204778969,0.154878975,0.033744183,0.129758031,0.460751986,1.222797515
 01/04  08:00:00,1.329433237,9.214688529,0,7.804536949,0,0.214884538,0.214884538,0.214884538,0.316491771,0.068955493,0.207405929,0.489583505,1.376430187
 01/04  09:00:00,1.279647451,9.026363171,0,7.659273702,0,0.210884964,0.210884964,0.210884964,0.303024045,0.066021219,0.268690649,0.413914574,1.338579979
 01/04  10:00:00,1.095438911,8.775620324,0,7.532536927,0,0.207395484,0.207395484,0.207395484,0.154878975,0.033744183,0.330033496,0.352274774,1.218819516
 01/04  11:00:00,1.109591781,9.498984638,0,8.397995896,0,0.231224413,0.231224413,0.231224413,0.127943439,0.027875616,0.34487662,0.360559693,1.076154215
 01/04  12:00:00,1.09581353,8.275719886,0,7.303617863,0,0.201092591,0.201092591,0.201092591,0.127943439,0.027875616,0.361119726,0.360670159,0.947259887
 01/04  13:00:00,1.079941457,8.156726648,0,7.284633077,0,0.200569877,0.200569877,0.200569877,0.127943439,0.027875616,0.351845974,0.354594551,0.847669909
 01/04  14:00:00,1.049755471,7.791021784,0,6.977750847,0,0.192120401,0.192120401,0.192120401,0.127943439,0.027875616,0.317847783,0.366856232,0.788002718
 01/04  15:00:00,1.068192893,8.270457709,0,7.514734235,0,0.206905318,0.206905318,0.206905318,0.134677344,0.029342762,0.292642171,0.387513298,0.729032444
 01/04  16:00:00,1.140523887,8.263141219,0,7.498888233,0,0.206469025,0.206469025,0.206469025,0.168346701,0.036678457,0.302863616,0.409054088,0.736078275
 01/04  17:00:00,1.404767652,8.30969711,0,7.469265059,0,0.205653402,0.205653402,0.205653402,0.282822414,0.061619798,0.353720743,0.483839294,0.807106307
 01/04  18:00:00,1.922191096,9.444333485,0,8.445898131,0,0.232543318,0.232543318,0.232543318,0.52524165,0.114436773,0.445069937,0.587787417,0.957949901
 01/04  19:00:00,2.237738289,8.507796191,0,7.368035604,0,0.202866223,0.202866223,0.202866223,0.781128612,0.170188022,0.398283704,0.638159727,1.095805603
 01/04  20:00:00,2.197297034,8.331840752,0,7.169835515,0,0.197409123,0.197409123,0.197409123,0.828265695,0.180457992,0.315345897,0.658706327,1.116635051
 01/04  21:00:00,2.046162438,8.437834638,0,7.355356406,0,0.202517123,0.202517123,0.202517123,0.713789982,0.155516632,0.275874928,0.681351773,1.03554828
 01/04  22:00:00,1.8696578,8.204659401,0,7.22286913,0,0.198869313,0.198869313,0.198869313,0.599314185,0.130575291,0.258342283,0.665444728,0.93595596
 01/04  23:00:00,1.551277604,8.185011577,0,7.371450476,0,0.202960245,0.202960245,0.202960245,0.451169115,0.098298255,0.205880856,0.575857133,0.773897378
 01/04  24:00:00,1.239738594,8.225690947,0,7.592645313,0,0.209050466,0.209050466,0.209050466,0.309757866,0.067488347,0.135920782,0.500409133,0.598578597
 01/05  01:00:00,0.931590141,8.337183644,0,7.894816026,0,0.217370218,0.217370218,0.217370218,0.161612796,0.035211311,0.086369242,0.413914574,0.413858128
 01/05  02:00:00,0.805202028,8.343695638,0,7.987818253,0,0.219930875,0.219930875,0.219930875,0.094274166,0.020539939,0.072238755,0.381106294,0.329627654
 01/05  03:00:00,0.754822382,8.296803317,0,7.964810819,0,0.219297404,0.219297404,0.219297404,0.067338672,0.014671381,0.059715255,0.37668767,0.306047112
 01/05  04:00:00,0.751856258,8.645938794,0,8.307685005,0,0.228737857,0.228737857,0.228737857,0.067338672,0.014671381,0.052611026,0.371385321,0.312673617
 01/05  05:00:00,0.758640958,9.085697212,0,8.680802411,0,0.239011005,0.239011005,0.239011005,0.067338672,0.014671381,0.063151709,0.357356191,0.380280923
 01/05  06:00:00,0.809962172,9.276130889,0,8.574270925,0,0.236077843,0.236077843,0.236077843,0.067338672,0.014671381,0.075981488,0.398780788,0.674392855
 01/05  07:00:00,1.047142382,10.3685515,0,9.11250547,0,0.250897208,0.250897208,0.250897208,0.154878975,0.033744183,0.129758031,0.460751986,1.224310485
 01/05  08:00:00,1.354005378,10.10865551,0,8.696989187,0,0.23945668,0.23945668,0.23945668,0.316491771,0.068955493,0.207405929,0.489583505,1.377944929
 01/05  09:00:00,1.310749547,10.15717828,0,8.788891757,0,0.24198706,0.24198706,0.24198706,0.303024045,0.066021219,0.268690649,0.413914574,1.339777037
 01/05  10:00:00,1.133926113,10.17505971,0,8.930379642,0,0.245882686,0.245882686,0.245882686,0.154878975,0.033744183,0.330033496,0.352274774,1.220416182
 01/05  11:00:00,1.129275573,10.21480048,0,9.112904865,0,0.250908205,0.250908205,0.250908205,0.127943439,0.027875616,0.34487662,0.360559693,1.077061086
 01/05  12:00:00,1.090600202,8.087279314,0,7.114271452,0,0.195879262,0.195879262,0.195879262,0.127943439,0.027875616,0.361119726,0.360670159,0.948165726
 01/05  13:00:00,1.055188291,7.259551146,0,6.385606087,0,0.175816711,0.175816711,0.175816711,0.127943439,0.027875616,0.351845974,0.354594551,0.849521397
 01/05  14:00:00,1.045343682,7.632705752,0,6.817516102,0,0.187708612,0.187708612,0.187708612,0.127943439,0.027875616,0.317847783,0.366856232,0.789921432
 01/05  15:00:00,1.052557724,7.704593918,0,6.946869974,0,0.191270149,0.191270149,0.191270149,0.134677344,0.029342762,0.292642171,0.387513298,0.731032913
 01/05  16:00:00,1.14335438,8.36821788,0,7.601690822,0,0.209299518,0.209299518,0.209299518,0.168346701,0.036678457,0.302863616,0.409054088,0.738352348
 01/05  17:00:00,1.427351056,9.131834384,0,8.28948699,0,0.228236806,0.228236806,0.228236806,0.282822414,0.061619798,0.353720743,0.483839294,0.80902165
 01/05  18:00:00,1.964885253,10.99627144,0,9.996536112,0,0.275237476,0.275237476,0.275237476,0.52524165,0.114436773,0.445069937,0.587787417,0.959249873
 01/05  19:00:00,2.28099016,10.0790835,0,8.938929577,0,0.246118094,0.246118094,0.246118094,0.781128612,0.170188022,0.398283704,0.638159727,1.096198939
 01/05  20:00:00,2.254750595,10.42086782,0,9.256530269,0,0.254862684,0.254862684,0.254862684,0.828265695,0.180457992,0.315345897,0.658706327,1.118967368
 01/05  21:00:00,2.11641834,10.99082083,0,9.907028039,0,0.272773024,0.272773024,0.272773024,0.713789982,0.155516632,0.275874928,0.681351773,1.036862842
 01/05  22:00:00,1.959846297,11.48044317,0,10.49848618,0,0.28905781,0.28905781,0.28905781,0.599314185,0.130575291,0.258342283,0.665444728,0.936122685
 01/05  23:00:00,1.653956294,11.91397354,0,11.10070728,0,0.305638935,0.305638935,0.305638935,0.451169115,0.098298255,0.205880856,0.575857133,0.773602545
 01/05  24:00:00,1.369269027,12.92919182,0,12.29714877,0,0.338580899,0.338580899,0.338580899,0.309757866,0.067488347,0.135920782,0.500409133,0.597576006
 01/06  01:00:00,1.070005052,13.36233686,0,12.92200085,0,0.355785129,0.355785129,0.355785129,0.161612796,0.035211311,0.086369242,0.413914574,0.411826522
 01/06  02:00:00,0.958625371,13.9132668,0,13.56010444,0,0.373354217,0.373354217,0.373354217,0.094274166,0.020539939,0.072238755,0.381106294,0.326912632
 01/06  03:00:00,0.916651311,14.17162436,0,13.84238519,0,0.381126334,0.381126334,0.381126334,0.067338672,0.014671381,0.059715255,0.37668767,0.303293775
 01/06  04:00:00,0.916315284,14.61592718,0,14.28078365,0,0.393196883,0.393196883,0.393196883,0.067338672,0.014671381,0.052611026,0.371385321,0.309563366
 01/06  05:00:00,0.920723158,14.9693679,0,14.56757552,0,0.401093205,0.401093205,0.401093205,0.067338672,0.014671381,0.063151709,0.357356191,0.377178504
 01/06  06:00:00,0.977056441,15.34220829,0,14.64308072,0,0.403172112,0.403172112,0.403172112,0.067338672,0.014671381,0.075981488,0.398780788,0.671660457
 01/06  07:00:00,1.220140807,16.64999543,0,15.39575232,0,0.423895633,0.423895633,0.423895633,0.154878975,0.033744183,0.129758031,0.460751986,1.222507571
 01/06  08:00:00,1.536518555,16.73608301,0,15.32580875,0,0.421969857,0.421969857,0.421969857,0.316491771,0.068955493,0.207405929,0.489583505,1.376552863
 01/06  09:00:00,1.45518478,15.40088393,0,14.03473269,0,0.386422292,0.386422292,0.386422292,0.303024045,0.066021219,0.268690649,0.413914574,1.337641742
 01/06  10:00:00,1.248308232,14.32724034,0,13.08470123,0,0.360264805,0.360264805,0.360264805,0.154878975,0.033744183,0.330033496,0.352274774,1.218275238
 01/06  11:00:00,1.255666541,14.8038335,0,13.70338397,0,0.377299173,0.377299173,0.377299173,0.127943439,0.027875616,0.34487662,0.360559693,1.075614997
 01/06  12:00:00,1.216338434,12.65199808,0,11.6810434,0,0.321617494,0.321617494,0.321617494,0.127943439,0.027875616,0.361119726,0.360670159,0.946112545
 01/06  13:00:00,1.176161968,11.65051987,0,10.77933093,0,0.296790388,0.296790388,0.296790388,0.127943439,0.027875616,0.351845974,0.354594551,0.846765279
 01/06  14:00:00,1.134289639,10.86061442,0,10.04800448,0,0.276654569,0.276654569,0.276654569,0.127943439,0.027875616,0.317847783,0.366856232,0.787341718
 01/06  15:00:00,1.136680325,10.75707351,0,10.00217565,0,0.275392751,0.275392751,0.275392751,0.134677344,0.029342762,0.292642171,0.387513298,0.728206825
 01/06  16:00:00,1.227752248,11.43081031,0,10.6669941,0,0.293697386,0.293697386,0.293697386,0.168346701,0.036678457,0.302863616,0.409054088,0.7356415
 01/06  17:00:00,1.504258673,11.92274454,0,11.08274678,0,0.305144423,0.305144423,0.305144423,0.282822414,0.061619798,0.353720743,0.483839294,0.806672022
 01/06  18:00:00,2.035349807,13.55379883,0,12.55578593,0,0.34570203,0.34570203,0.34570203,0.52524165,0.114436773,0.445069937,0.587787417,0.957527449
 01/06  19:00:00,2.338001739,12.14931568,0,11.00957171,0,0.303129673,0.303129673,0.303129673,0.781128612,0.170188022,0.398283704,0.638159727,1.095788994
 01/06  20:00:00,2.298289321,12.00083603,0,10.83784274,0,0.298401411,0.298401411,0.298401411,0.828265695,0.180457992,0.315345897,0.658706327,1.117623105
 01/06  21:00:00,2.145885319,12.06017553,0,10.97725918,0,0.302240003,0.302240003,0.302240003,0.713789982,0.155516632,0.275874928,0.681351773,1.035986395
 01/06  22:00:00,1.975401287,12.04473753,0,11.06343836,0,0.304612799,0.304612799,0.304612799,0.599314185,0.130575291,0.258342283,0.665444728,0.935464859
 01/06  23:00:00,1.662068708,12.20782239,0,11.39534753,0,0.313751349,0.313751349,0.313751349,0.451169115,0.098298255,0.205880856,0.575857133,0.772811139
 01/06  24:00:00,1.347857689,12.15069842,0,11.51949588,0,0.31716956,0.31716956,0.31716956,0.309757866,0.067488347,0.135920782,0.500409133,0.596735512
 01/07  01:00:00,1.053455705,12.53834014,0,12.08217985,0,0.332662099,0.332662099,0.332662099,0.161612796,0.035211311,0.092942925,0.413914574,0.427650798
 01/07  02:00:00,0.929799855,12.73171335,0,12.36981637,0,0.340581677,0.340581677,0.340581677,0.094274166,0.020539939,0.07618578,0.381106294,0.335647249
 01/07  03:00:00,0.884812374,12.92659742,0,12.59116593,0,0.346676157,0.346676157,0.346676157,0.067338672,0.014671381,0.062326493,0.37668767,0.309486106
 01/07  04:00:00,0.873078027,13.00272009,0,12.66082941,0,0.348594222,0.348594222,0.348594222,0.067338672,0.014671381,0.053976431,0.371385321,0.316310515
 01/07  05:00:00,0.874985147,13.22517931,0,12.80937024,0,0.352684039,0.352684039,0.352684039,0.067338672,0.014671381,0.065822864,0.357356191,0.39119519
 01/07  06:00:00,0.928350519,13.46551841,0,12.72530684,0,0.350369497,0.350369497,0.350369497,0.067338672,0.014671381,0.080078181,0.398780788,0.712744462
 01/07  07:00:00,1.177267406,14.80124635,0,13.45268909,0,0.37039672,0.37039672,0.37039672,0.154878975,0.033744183,0.140383543,0.460751986,1.316821715
 01/07  08:00:00,1.470738314,13.69291475,0,12.16811785,0,0.335028254,0.335028254,0.335028254,0.316491771,0.068955493,0.228567291,0.489583505,1.491075501
 01/07  09:00:00,1.411563149,12.75986241,0,11.27229689,0,0.31036336,0.31036336,0.31036336,0.303024045,0.066021219,0.30112795,0.413914574,1.459056037
 01/07  10:00:00,1.217849455,11.69788127,0,10.34293481,0,0.284774969,0.284774969,0.284774969,0.154878975,0.033744183,0.375064554,0.352274774,1.330682582
 01/07  11:00:00,1.237606737,12.39577192,0,11.19819674,0,0.30832314,0.30832314,0.30832314,0.127943439,0.027875616,0.395792849,0.360559693,1.172740657
 01/07  12:00:00,1.186931439,9.758280594,0,8.70661606,0,0.239721739,0.239721739,0.239721739,0.127943439,0.027875616,0.413608485,0.360670159,1.026822397
 01/07  13:00:00,1.139203393,8.642512835,0,7.700545315,0,0.212021307,0.212021307,0.212021307,0.127943439,0.027875616,0.39965648,0.354594551,0.917543858
 01/07  14:00:00,1.119674151,8.807936244,0,7.934071444,0,0.218451049,0.218451049,0.218451049,0.127943439,0.027875616,0.361435816,0.366856232,0.848596581
 01/07  15:00:00,1.110419621,8.437831073,0,7.627367225,0,0.210006474,0.210006474,0.210006474,0.134677344,0.029342762,0.331767743,0.387513298,0.783772818
 01/07  16:00:00,1.185510531,8.605680009,0,7.786818676,0,0.214396696,0.214396696,0.214396696,0.168346701,0.036678457,0.339922589,0.409054088,0.790686622
 01/07  17:00:00,1.457393745,8.983642679,0,8.07610053,0,0.222361576,0.222361576,0.222361576,0.282822414,0.061619798,0.389638663,0.483839294,0.874216405
 01/07  18:00:00,1.991037886,10.74140671,0,9.662420604,0,0.266038178,0.266038178,0.266038178,0.52524165,0.114436773,0.480421868,0.587787417,1.038500657
 01/07  19:00:00,2.291762794,9.326997227,0,8.084048622,0,0.222580413,0.222580413,0.222580413,0.781128612,0.170188022,0.43259402,0.638159727,1.198993622
 01/07  20:00:00,2.250526368,9.137027498,0,7.859349346,0,0.216393704,0.216393704,0.216393704,0.828265695,0.180457992,0.349590651,0.658706327,1.232307966
 01/07  21:00:00,2.094980789,9.0551524,0,7.862487318,0,0.216480102,0.216480102,0.216480102,0.713789982,0.155516632,0.310730298,0.681351773,1.14573513
 01/07  22:00:00,1.922258676,8.913926564,0,7.840086372,0,0.215863331,0.215863331,0.215863331,0.599314185,0.130575291,0.29394914,0.665444728,1.02800588
 01/07  23:00:00,1.602388673,9.085426327,0,8.20018765,0,0.225778102,0.225778102,0.225778102,0.451169115,0.098298255,0.234174068,0.575857133,0.845574954
 01/07  24:00:00,1.281464806,9.221283515,0,8.543907305,0,0.235241833,0.235241833,0.235241833,0.309757866,0.067488347,0.151455627,0.500409133,0.642909174
 01/08  01:00:00,0.961066695,9.184787518,0,8.72664091,0,0.240273089,0.240273089,0.240273089,0.161612796,0.035211311,0.092942925,0.413914574,0.429637118
