Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/18  22:00:00,1.824246742,6.572377689,0,5.573554163,0,0.153458254,0.153458254,0.153458254,0.599314185,0.130575291,0.258342283,0.665444728,0.952989215
 01/18  23:00:00,1.509152045,6.668493936,0,5.841463795,0,0.160834686,0.160834686,0.160834686,0.451169115,0.098298255,0.205880856,0.575857133,0.787366419
 01/18  24:00:00,1.201442776,6.843893968,0,6.201753597,0,0.170754648,0.170754648,0.170754648,0.309757866,0.067488347,0.135920782,0.500409133,0.607673334
 01/19  01:00:00,0.896607046,7.071155347,0,6.624241321,0,0.182387123,0.182387123,0.182387123,0.161612796,0.035211311,0.086369242,0.413914574,0.418404536
 01/19  02:00:00,0.771320744,7.115546432,0,6.757260976,0,0.186049591,0.186049591,0.186049591,0.094274166,0.020539939,0.072238755,0.381106294,0.332035726
 01/19  03:00:00,0.726238373,7.260288067,0,6.926648857,0,0.190713396,0.190713396,0.190713396,0.067338672,0.014671381,0.059715255,0.37668767,0.307693825
 01/19  04:00:00,0.715094454,7.312443302,0,6.972508183,0,0.191976053,0.191976053,0.191976053,0.067338672,0.014671381,0.052611026,0.371385321,0.314354947
 01/19  05:00:00,0.716162469,7.546062938,0,7.137997421,0,0.196532516,0.196532516,0.196532516,0.067338672,0.014671381,0.063151709,0.357356191,0.38345164
 01/19  06:00:00,0.767123765,7.73014239,0,7.018393833,0,0.193239436,0.193239436,0.193239436,0.067338672,0.014671381,0.075981488,0.398780788,0.684281448
 01/19  07:00:00,0.985962397,8.168461157,0,6.890468189,0,0.189717223,0.189717223,0.189717223,0.154878975,0.033744183,0.129758031,0.460751986,1.246257425
 01/19  08:00:00,1.314132058,8.686267865,0,7.248803068,0,0.199583359,0.199583359,0.199583359,0.316491771,0.068955493,0.207405929,0.489583505,1.403743404
 01/19  09:00:00,1.256554417,8.214194524,0,6.820542165,0,0.18779193,0.18779193,0.18779193,0.303024045,0.066021219,0.268690649,0.413914574,1.365142869
 01/19  10:00:00,1.074419695,8.036242138,0,6.769125803,0,0.186376268,0.186376268,0.186376268,0.154878975,0.033744183,0.330033496,0.352274774,1.242852454
 01/19  11:00:00,1.097687672,9.087578878,0,7.965642534,0,0.219320304,0.219320304,0.219320304,0.127943439,0.027875616,0.34487662,0.360559693,1.097101816
 01/19  12:00:00,1.086149883,7.942743428,0,6.952637316,0,0.191428943,0.191428943,0.191428943,0.127943439,0.027875616,0.361119726,0.360670159,0.965263976
 01/19  13:00:00,1.063781817,7.584672845,0,6.697720159,0,0.184410237,0.184410237,0.184410237,0.127943439,0.027875616,0.351845974,0.354594551,0.862529024
 01/19  14:00:00,1.038836666,7.407954998,0,6.581183382,0,0.181201596,0.181201596,0.181201596,0.127943439,0.027875616,0.317847783,0.366856232,0.801503398
 01/19  15:00:00,1.043372732,7.381105975,0,6.613274014,0,0.182085157,0.182085157,0.182085157,0.134677344,0.029342762,0.292642171,0.387513298,0.741140932
 01/19  16:00:00,1.121184393,7.573202769,0,6.796484039,0,0.187129531,0.187129531,0.187129531,0.168346701,0.036678457,0.302863616,0.409054088,0.748544019
 01/19  17:00:00,1.3872103,7.686079237,0,6.831587694,0,0.188096049,0.188096049,0.188096049,0.282822414,0.061619798,0.353720743,0.483839294,0.821165799
 01/19  18:00:00,1.906045981,8.875437995,0,7.859512781,0,0.216398204,0.216398204,0.216398204,0.52524165,0.114436773,0.445069937,0.587787417,0.97543976
 01/19  19:00:00,2.214935219,7.699949063,0,6.539835479,0,0.180063153,0.180063153,0.180063153,0.781128612,0.170188022,0.398283704,0.638159727,1.116158601
 01/19  20:00:00,2.176094074,7.583387427,0,6.399750864,0,0.176206163,0.176206163,0.176206163,0.828265695,0.180457992,0.315345897,0.658706327,1.138266377
 01/19  21:00:00,2.022677732,7.605025106,0,6.502399448,0,0.179032416,0.179032416,0.179032416,0.713789982,0.155516632,0.275874928,0.681351773,1.055695706
 01/19  22:00:00,1.855731259,7.715874548,0,6.717061671,0,0.184942772,0.184942772,0.184942772,0.599314185,0.130575291,0.258342283,0.665444728,0.952978566
 01/19  23:00:00,1.541636247,7.848009606,0,7.021279502,0,0.193318888,0.193318888,0.193318888,0.451169115,0.098298255,0.205880856,0.575857133,0.787066381
 01/19  24:00:00,1.234175119,8.032252965,0,7.390581693,0,0.20348699,0.20348699,0.20348699,0.309757866,0.067488347,0.135920782,0.500409133,0.607204235
 01/20  01:00:00,0.9331277,8.396956578,0,7.950659684,0,0.218907777,0.218907777,0.218907777,0.161612796,0.035211311,0.086369242,0.413914574,0.417787404
 01/20  02:00:00,0.808821127,8.477117034,0,8.119262726,0,0.223549973,0.223549973,0.223549973,0.094274166,0.020539939,0.072238755,0.381106294,0.331604577
 01/20  03:00:00,0.765785306,8.696071123,0,8.362980654,0,0.230260328,0.230260328,0.230260328,0.067338672,0.014671381,0.059715255,0.37668767,0.307145083
 01/20  04:00:00,0.757769525,8.861767664,0,8.522452954,0,0.234651124,0.234651124,0.234651124,0.067338672,0.014671381,0.052611026,0.371385321,0.313734539
 01/20  05:00:00,0.754463553,8.93652859,0,8.529080414,0,0.2348336,0.2348336,0.2348336,0.067338672,0.014671381,0.063151709,0.357356191,0.382834298
 01/20  06:00:00,0.806600189,9.163480815,0,8.452164778,0,0.23271586,0.23271586,0.23271586,0.067338672,0.014671381,0.075981488,0.398780788,0.683848928
 01/20  07:00:00,1.021803614,9.470634928,0,8.192209597,0,0.22555844,0.22555844,0.22555844,0.154878975,0.033744183,0.129758031,0.460751986,1.246689788
 01/20  08:00:00,1.351830666,10.05607914,0,8.618004322,0,0.237281967,0.237281967,0.237281967,0.316491771,0.068955493,0.207405929,0.489583505,1.404353425
 01/20  09:00:00,1.290696563,9.45468156,0,8.06057386,0,0.221934076,0.221934076,0.221934076,0.303024045,0.066021219,0.268690649,0.413914574,1.36559821
 01/20  10:00:00,1.104723693,9.137349539,0,7.869757203,0,0.216680266,0.216680266,0.216680266,0.154878975,0.033744183,0.330033496,0.352274774,1.243328455
 01/20  11:00:00,1.126191424,10.12300116,0,9.000889562,0,0.247824056,0.247824056,0.247824056,0.127943439,0.027875616,0.34487662,0.360559693,1.097277068
 01/20  12:00:00,1.108201836,8.743338381,0,7.753557112,0,0.213480896,0.213480896,0.213480896,0.127943439,0.027875616,0.361119726,0.360670159,0.964939133
 01/20  13:00:00,1.078209529,8.109099688,0,7.22173001,0,0.198837949,0.198837949,0.198837949,0.127943439,0.027875616,0.351845974,0.354594551,0.862946017
 01/20  14:00:00,1.018680306,6.675914202,0,5.849110892,0,0.161045236,0.161045236,0.161045236,0.127943439,0.027875616,0.317847783,0.366856232,0.801535092
 01/20  15:00:00,1.003604139,5.937675543,0,5.168891583,0,0.142316564,0.142316564,0.142316564,0.134677344,0.029342762,0.292642171,0.387513298,0.74209293
 01/20  16:00:00,1.072915213,5.821230349,0,5.043363047,0,0.138860351,0.138860351,0.138860351,0.168346701,0.036678457,0.302863616,0.409054088,0.749692591
 01/20  17:00:00,1.352865448,6.440999273,0,5.58419381,0,0.153751198,0.153751198,0.153751198,0.282822414,0.061619798,0.353720743,0.483839294,0.823479719
 01/20  18:00:00,1.885755896,8.141099518,0,7.122583452,0,0.196108119,0.196108119,0.196108119,0.52524165,0.114436773,0.445069937,0.587787417,0.978030612
 01/20  19:00:00,2.200778919,7.187468177,0,6.02568325,0,0.165906853,0.165906853,0.165906853,0.781128612,0.170188022,0.398283704,0.638159727,1.117829945
 01/20  20:00:00,2.165088493,7.186023744,0,6.000031732,0,0.165200582,0.165200582,0.165200582,0.828265695,0.180457992,0.315345897,0.658706327,1.140621826
 01/20  21:00:00,2.011919215,7.21549185,0,6.111653594,0,0.168273899,0.168273899,0.168273899,0.713789982,0.155516632,0.275874928,0.681351773,1.056908303
 01/20  22:00:00,1.846925122,7.397379053,0,6.397225601,0,0.176136634,0.176136634,0.176136634,0.599314185,0.130575291,0.258342283,0.665444728,0.95431914
 01/20  23:00:00,1.535047665,7.609747709,0,6.781984336,0,0.186730306,0.186730306,0.186730306,0.451169115,0.098298255,0.205880856,0.575857133,0.78809965
 01/20  24:00:00,1.228537294,7.828332971,0,7.185817736,0,0.197849166,0.197849166,0.197849166,0.309757866,0.067488347,0.135920782,0.500409133,0.608048198
 01/21  01:00:00,0.930523379,8.080828875,0,7.617317548,0,0.209729773,0.209729773,0.209729773,0.161612796,0.035211311,0.092942925,0.413914574,0.435001837
 01/21  02:00:00,0.802081471,8.097974045,0,7.731125973,0,0.212863293,0.212863293,0.212863293,0.094274166,0.020539939,0.07618578,0.381106294,0.340598342
 01/21  03:00:00,0.752809493,8.136667234,0,7.79686398,0,0.214673276,0.214673276,0.214673276,0.067338672,0.014671381,0.062326493,0.37668767,0.313857869
 01/21  04:00:00,0.741601072,8.232205837,0,7.885628942,0,0.217117267,0.217117267,0.217117267,0.067338672,0.014671381,0.053976431,0.371385321,0.320996723
 01/21  05:00:00,0.740498286,8.34708549,0,7.924850915,0,0.218197177,0.218197177,0.218197177,0.067338672,0.014671381,0.065822864,0.357356191,0.397620698
 01/21  06:00:00,0.795097058,8.63890686,0,7.88558421,0,0.217116036,0.217116036,0.217116036,0.067338672,0.014671381,0.080078181,0.398780788,0.725855541
 01/21  07:00:00,1.018036337,9.043702946,0,7.669468159,0,0.211165651,0.211165651,0.211165651,0.154878975,0.033744183,0.140383543,0.460751986,1.342499244
 01/21  08:00:00,1.336753075,8.856886005,0,7.301817289,0,0.201043015,0.201043015,0.201043015,0.316491771,0.068955493,0.228567291,0.489583505,1.521347324
 01/21  09:00:00,1.286128065,8.233374137,0,6.716535207,0,0.184928277,0.184928277,0.184928277,0.303024045,0.066021219,0.30112795,0.413914574,1.488329441
 01/21  10:00:00,1.101472467,7.49745776,0,6.11616025,0,0.168397982,0.168397982,0.168397982,0.154878975,0.033744183,0.375064554,0.352274774,1.357033629
 01/21  11:00:00,1.094462883,7.219576985,0,5.999258226,0,0.165179285,0.165179285,0.165179285,0.127943439,0.027875616,0.395792849,0.360559693,1.195484231
 01/21  12:00:00,1.07033044,5.543956568,0,4.471705491,0,0.123120741,0.123120741,0.123120741,0.127943439,0.027875616,0.413608485,0.360670159,1.047408941
 01/21  13:00:00,1.030476316,4.711360639,0,3.751613021,0,0.10329423,0.10329423,0.10329423,0.127943439,0.027875616,0.39965648,0.354594551,0.935323956
 01/21  14:00:00,0.996364716,4.346087658,0,3.455512623,0,0.095141613,0.095141613,0.095141613,0.127943439,0.027875616,0.361435816,0.366856232,0.865306817
 01/21  15:00:00,0.991946036,4.149974826,0,3.324444931,0,0.091532889,0.091532889,0.091532889,0.134677344,0.029342762,0.331767743,0.387513298,0.798838865
 01/21  16:00:00,1.064928054,4.241528576,0,3.407302088,0,0.093814219,0.093814219,0.093814219,0.168346701,0.036678457,0.339922589,0.409054088,0.806051778
 01/21  17:00:00,1.327026922,4.265610671,0,3.34121967,0,0.091994753,0.091994753,0.091994753,0.282822414,0.061619798,0.389638663,0.483839294,0.891065257
 01/21  18:00:00,1.857720896,5.920397943,0,4.820390641,0,0.132721188,0.132721188,0.132721188,0.52524165,0.114436773,0.480421868,0.587787417,1.059521848
 01/21  19:00:00,2.20888143,6.341162928,0,5.073824272,0,0.139699049,0.139699049,0.139699049,0.781128612,0.170188022,0.43259402,0.638159727,1.223383673
 01/21  20:00:00,2.177253008,6.500427139,0,5.198084601,0,0.143120344,0.143120344,0.143120344,0.828265695,0.180457992,0.349590651,0.658706327,1.256972353
 01/21  21:00:00,2.027488262,6.625551925,0,5.411180593,0,0.148987576,0.148987576,0.148987576,0.713789982,0.155516632,0.310730298,0.681351773,1.167441379
 01/21  22:00:00,1.865452171,6.869999218,0,5.776892487,0,0.159056826,0.159056826,0.159056826,0.599314185,0.130575291,0.29394914,0.665444728,1.04727242
 01/21  23:00:00,1.547488884,7.107027049,0,6.206245058,0,0.170878313,0.170878313,0.170878313,0.451169115,0.098298255,0.234174068,0.575857133,0.861118268
 01/21  24:00:00,1.216431632,6.869792414,0,6.181923455,0,0.170208659,0.170208659,0.170208659,0.309757866,0.067488347,0.151455627,0.500409133,0.653401922
 01/22  01:00:00,0.904376925,7.131663703,0,6.667686778,0,0.183583319,0.183583319,0.183583319,0.161612796,0.035211311,0.092942925,0.413914574,0.435467436
 01/22  02:00:00,0.780422031,7.312170709,0,6.944462106,0,0.191203853,0.191203853,0.191203853,0.094274166,0.020539939,0.07618578,0.381106294,0.341458873
 01/22  03:00:00,0.731185176,7.352031201,0,7.011475785,0,0.19304896,0.19304896,0.19304896,0.067338672,0.014671381,0.062326493,0.37668767,0.31461003
 01/22  04:00:00,0.722050843,7.522858811,0,7.175570933,0,0.197567038,0.197567038,0.197567038,0.067338672,0.014671381,0.053976431,0.371385321,0.321707706
 01/22  05:00:00,0.722990874,7.711988765,0,7.288987397,0,0.200689766,0.200689766,0.200689766,0.067338672,0.014671381,0.065822864,0.357356191,0.398387491
 01/22  06:00:00,0.778450559,8.035439233,0,7.280988768,0,0.200469537,0.200469537,0.200469537,0.067338672,0.014671381,0.080078181,0.398780788,0.726983356
 01/22  07:00:00,1.00056181,8.410843409,0,7.034798999,0,0.193691124,0.193691124,0.193691124,0.154878975,0.033744183,0.140383543,0.460751986,1.344308867
 01/22  08:00:00,1.344387378,9.136100942,0,7.579092694,0,0.208677318,0.208677318,0.208677318,0.316491771,0.068955493,0.228567291,0.489583505,1.523286856
 01/22  09:00:00,1.302165873,8.817951548,0,7.299023214,0,0.200966085,0.200966085,0.200966085,0.303024045,0.066021219,0.30112795,0.413914574,1.490418844
 01/22  10:00:00,1.123558319,8.301096633,0,6.918311252,0,0.190483834,0.190483834,0.190483834,0.154878975,0.033744183,0.375064554,0.352274774,1.358521499
 01/22  11:00:00,1.125280682,8.340078529,0,7.118550746,0,0.195997085,0.195997085,0.195997085,0.127943439,0.027875616,0.395792849,0.360559693,1.196693255
 01/22  12:00:00,1.097820809,6.543270855,0,5.470146796,0,0.15061111,0.15061111,0.15061111,0.127943439,0.027875616,0.413608485,0.360670159,1.048281924
 01/22  13:00:00,1.051214146,5.46537346,0,4.504804297,0,0.12403206,0.12403206,0.12403206,0.127943439,0.027875616,0.39965648,0.354594551,0.936145501
 01/22  14:00:00,1.008763666,4.797480406,0,3.905838483,0,0.107540563,0.107540563,0.107540563,0.127943439,0.027875616,0.361435816,0.366856232,0.866373704
 01/22  15:00:00,1.004804124,4.618174439,0,3.791446516,0,0.104390977,0.104390977,0.104390977,0.134677344,0.029342762,0.331767743,0.387513298,0.800036893
 01/22  16:00:00,1.079309881,4.765312302,0,3.929645393,0,0.108196046,0.108196046,0.108196046,0.168346701,0.036678457,0.339922589,0.409054088,0.807492199
 01/22  17:00:00,1.363488988,5.591682367,0,4.665510132,0,0.128456819,0.128456819,0.128456819,0.282822414,0.061619798,0.389638663,0.483839294,0.892846491
 01/22  18:00:00,1.906128978,7.679742315,0,6.578556514,0,0.18112927,0.18112927,0.18112927,0.52524165,0.114436773,0.480421868,0.587787417,1.060700348
 01/22  19:00:00,2.229209134,7.079640522,0,5.812119886,0,0.160026752,0.160026752,0.160026752,0.781128612,0.170188022,0.43259402,0.638159727,1.223565653
 01/22  20:00:00,2.200950689,7.362318683,0,6.058776706,0,0.166818024,0.166818024,0.166818024,0.828265695,0.180457992,0.349590651,0.658706327,1.258171791
 01/22  21:00:00,2.060147749,7.813098281,0,6.597362594,0,0.181647063,0.181647063,0.181647063,0.713789982,0.155516632,0.310730298,0.681351773,1.168805735
 01/22  22:00:00,1.905515643,8.326088681,0,7.23198485,0,0.199120298,0.199120298,0.199120298,0.599314185,0.130575291,0.29394914,0.665444728,1.048269519
 01/22  23:00:00,1.588896728,8.611388192,0,7.710164574,0,0.212286157,0.212286157,0.212286157,0.451169115,0.098298255,0.234174068,0.575857133,0.861559896
 01/22  24:00:00,1.277235407,9.078235264,0,8.390296883,0,0.231012433,0.231012433,0.231012433,0.309757866,0.067488347,0.151455627,0.500409133,0.653471344
 01/23  01:00:00,0.957493217,9.282554836,0,8.835607395,0,0.243273295,0.243273295,0.243273295,0.161612796,0.035211311,0.086369242,0.413914574,0.418437951
 01/23  02:00:00,0.837469992,9.517396854,0,9.159780254,0,0.252198838,0.252198838,0.252198838,0.094274166,0.020539939,0.072238755,0.381106294,0.33136687
 01/23  03:00:00,0.791592444,9.633351698,0,9.300287587,0,0.256067467,0.256067467,0.256067467,0.067338672,0.014671381,0.059715255,0.37668767,0.307118726
 01/23  04:00:00,0.789484233,10.01354399,0,9.674320887,0,0.266365832,0.266365832,0.266365832,0.067338672,0.014671381,0.052611026,0.371385321,0.313642933
 01/23  05:00:00,0.792158772,10.30577796,0,9.898158571,0,0.272528819,0.272528819,0.272528819,0.067338672,0.014671381,0.063151709,0.357356191,0.383005507
 01/23  06:00:00,0.851486412,10.79493267,0,10.08241787,0,0.277602082,0.277602082,0.277602082,0.067338672,0.014671381,0.075981488,0.398780788,0.685047694
 01/23  07:00:00,1.089319148,11.92586305,0,10.64435198,0,0.293073974,0.293073974,0.293073974,0.154878975,0.033744183,0.129758031,0.460751986,1.249775527
 01/23  08:00:00,1.406644703,12.05026026,0,10.60883244,0,0.292096005,0.292096005,0.292096005,0.316491771,0.068955493,0.207405929,0.489583505,1.40770642
 01/23  09:00:00,1.31391051,10.30009003,0,8.903696909,0,0.245148023,0.245148023,0.245148023,0.303024045,0.066021219,0.268690649,0.413914574,1.367883637
 01/23  10:00:00,1.098221948,8.903882169,0,7.633615935,0,0.210178521,0.210178521,0.210178521,0.154878975,0.033744183,0.330033496,0.352274774,1.246002353
 01/23  11:00:00,1.095756181,9.020509895,0,7.895491403,0,0.217388813,0.217388813,0.217388813,0.127943439,0.027875616,0.34487662,0.360559693,1.100183965
 01/23  12:00:00,1.059173168,6.965455682,0,5.97285175,0,0.164452228,0.164452228,0.164452228,0.127943439,0.027875616,0.361119726,0.360670159,0.967761796
 01/23  13:00:00,1.014725266,5.806625692,0,4.916002093,0,0.135353686,0.135353686,0.135353686,0.127943439,0.027875616,0.351845974,0.354594551,0.866199937
 01/23  14:00:00,0.976041416,5.131469907,0,4.300480212,0,0.118406346,0.118406346,0.118406346,0.127943439,0.027875616,0.317847783,0.366856232,0.805721476
 01/23  15:00:00,0.973045837,4.830936898,0,4.059023942,0,0.111758262,0.111758262,0.111758262,0.134677344,0.029342762,0.292642171,0.387513298,0.745221926
 01/23  16:00:00,1.04918124,4.962600408,0,4.181352807,0,0.115126378,0.115126378,0.115126378,0.168346701,0.036678457,0.302863616,0.409054088,0.75307289
 01/23  17:00:00,1.327977315,5.540032631,0,4.680264851,0,0.128863065,0.128863065,0.128863065,0.282822414,0.061619798,0.353720743,0.483839294,0.826442036
 01/23  18:00:00,1.866685618,7.452008363,0,6.429957106,0,0.17703784,0.17703784,0.17703784,0.52524165,0.114436773,0.445069937,0.587787417,0.981565804
 01/23  19:00:00,2.190754713,6.827390161,0,5.661607321,0,0.155882647,0.155882647,0.155882647,0.781128612,0.170188022,0.398283704,0.638159727,1.121827857
 01/23  20:00:00,2.158321404,6.944100844,0,5.754253238,0,0.158433493,0.158433493,0.158433493,0.828265695,0.180457992,0.315345897,0.658706327,1.14447742
 01/23  21:00:00,2.012800976,7.250841408,0,6.143678879,0,0.16915566,0.16915566,0.16915566,0.713789982,0.155516632,0.275874928,0.681351773,1.060232577
 01/23  22:00:00,1.854919936,7.690573176,0,6.68759468,0,0.184131449,0.184131449,0.184131449,0.599314185,0.130575291,0.258342283,0.665444728,0.957144185
 01/23  23:00:00,1.543583981,7.921892117,0,7.092020555,0,0.195266622,0.195266622,0.195266622,0.451169115,0.098298255,0.205880856,0.575857133,0.790207839
 01/23  24:00:00,1.239039077,8.211040064,0,7.567239075,0,0.208350948,0.208350948,0.208350948,0.309757866,0.067488347,0.135920782,0.500409133,0.609333952
 01/24  01:00:00,0.935346912,8.47852469,0,8.03126074,0,0.221126989,0.221126989,0.221126989,0.161612796,0.035211311,0.086369242,0.413914574,0.418754461
 01/24  02:00:00,0.813853844,8.660112497,0,8.302049412,0,0.228582691,0.228582691,0.228582691,0.094274166,0.020539939,0.072238755,0.381106294,0.331813355
 01/24  03:00:00,0.764414424,8.646350052,0,8.313190688,0,0.228889447,0.228889447,0.228889447,0.067338672,0.014671381,0.059715255,0.37668767,0.307213978
 01/24  04:00:00,0.751961949,8.651026813,0,8.311523679,0,0.228843548,0.228843548,0.228843548,0.067338672,0.014671381,0.052611026,0.371385321,0.313922962
 01/24  05:00:00,0.747886144,8.698233832,0,8.290191068,0,0.228256192,0.228256192,0.228256192,0.067338672,0.014671381,0.063151709,0.357356191,0.383428887
 01/24  06:00:00,0.798224719,8.86133516,0,8.147970422,0,0.22434039,0.22434039,0.22434039,0.067338672,0.014671381,0.075981488,0.398780788,0.685897629
 01/24  07:00:00,1.012779559,9.14751777,0,7.864458864,0,0.216534386,0.216534386,0.216534386,0.154878975,0.033744183,0.129758031,0.460751986,1.251323362
 01/24  08:00:00,1.322997681,9.01436519,0,7.570799629,0,0.208448982,0.208448982,0.208448982,0.316491771,0.068955493,0.207405929,0.489583505,1.409844169
 01/24  09:00:00,1.277636344,8.985827575,0,7.586230929,0,0.208873857,0.208873857,0.208873857,0.303024045,0.066021219,0.268690649,0.413914574,1.371087157
 01/24  10:00:00,1.094713433,8.778714561,0,7.506187799,0,0.206670006,0.206670006,0.206670006,0.154878975,0.033744183,0.330033496,0.352274774,1.248262881
 01/24  11:00:00,1.107636194,9.453115185,0,8.326969622,0,0.229268826,0.229268826,0.229268826,0.127943439,0.027875616,0.34487662,0.360559693,1.101311036
 01/24  12:00:00,1.090656932,8.109546488,0,7.116331893,0,0.195935993,0.195935993,0.195935993,0.127943439,0.027875616,0.361119726,0.360670159,0.968372459
 01/24  13:00:00,1.065999216,7.668713941,0,6.778255388,0,0.186627636,0.186627636,0.186627636,0.127943439,0.027875616,0.351845974,0.354594551,0.866034891
 01/24  14:00:00,1.03853621,7.399755398,0,6.570270921,0,0.18090114,0.18090114,0.18090114,0.127943439,0.027875616,0.317847783,0.366856232,0.804216258
 01/24  15:00:00,1.039509587,7.243315055,0,6.47296586,0,0.178222012,0.178222012,0.178222012,0.134677344,0.029342762,0.292642171,0.387513298,0.743658165
 01/24  16:00:00,1.110429261,7.185152984,0,6.40586115,0,0.176374399,0.176374399,0.176374399,0.168346701,0.036678457,0.302863616,0.409054088,0.751117123
 01/24  17:00:00,1.383237188,7.544978925,0,6.687285582,0,0.184122938,0.184122938,0.184122938,0.282822414,0.061619798,0.353720743,0.483839294,0.824367598
 01/24  18:00:00,1.884499895,8.096753383,0,7.076965902,0,0.194852118,0.194852118,0.194852118,0.52524165,0.114436773,0.445069937,0.587787417,0.979302027
 01/24  19:00:00,2.208536031,7.472776524,0,6.307419041,0,0.173663965,0.173663965,0.173663965,0.781128612,0.170188022,0.398283704,0.638159727,1.1214025
 01/24  20:00:00,2.167806671,7.287946288,0,6.098755075,0,0.16791876,0.16791876,0.16791876,0.828265695,0.180457992,0.315345897,0.658706327,1.143821027
 01/24  21:00:00,2.010168846,7.154982401,0,6.048080762,0,0.16652353,0.16652353,0.16652353,0.713789982,0.155516632,0.275874928,0.681351773,1.059971687
 01/24  22:00:00,1.837624894,7.062269167,0,6.059444325,0,0.166836406,0.166836406,0.166836406,0.599314185,0.130575291,0.258342283,0.665444728,0.95699053
 01/24  23:00:00,1.528933125,7.389814543,0,6.559906214,0,0.180615766,0.180615766,0.180615766,0.451169115,0.098298255,0.205880856,0.575857133,0.790244606
 01/24  24:00:00,1.214821612,7.331720987,0,6.68766859,0,0.184133484,0.184133484,0.184133484,0.309757866,0.067488347,0.135920782,0.500409133,0.60958536
 01/25  01:00:00,0.900519585,7.213545504,0,6.766343473,0,0.186299662,0.186299662,0.186299662,0.161612796,0.035211311,0.086369242,0.413914574,0.418692542
 01/25  02:00:00,0.772711843,7.165979667,0,6.807785215,0,0.187440689,0.187440689,0.187440689,0.094274166,0.020539939,0.072238755,0.381106294,0.331944722
 01/25  03:00:00,0.725000066,7.215505179,0,6.88167395,0,0.189475089,0.189475089,0.189475089,0.067338672,0.014671381,0.059715255,0.37668767,0.307885844
 01/25  04:00:00,0.719761645,7.482410333,0,7.142019041,0,0.196643244,0.196643244,0.196643244,0.067338672,0.014671381,0.052611026,0.371385321,0.31481112
 01/25  05:00:00,0.727469867,7.957695696,0,7.548678476,0,0.207839914,0.207839914,0.207839914,0.067338672,0.014671381,0.063151709,0.357356191,0.384403343
 01/25  06:00:00,0.785871982,8.413845257,0,7.699322995,0,0.211987653,0.211987653,0.211987653,0.067338672,0.014671381,0.075981488,0.398780788,0.687055153
 01/25  07:00:00,1.018101282,9.342433598,0,8.057742109,0,0.221856108,0.221856108,0.221856108,0.154878975,0.033744183,0.129758031,0.460751986,1.252955945
 01/25  08:00:00,1.335098357,9.45534768,0,8.01029227,0,0.220549658,0.220549658,0.220549658,0.316491771,0.068955493,0.207405929,0.489583505,1.411334017
 01/25  09:00:00,1.275759801,8.918601789,0,7.518075483,0,0.206997313,0.206997313,0.206997313,0.303024045,0.066021219,0.268690649,0.413914574,1.372016816
 01/25  10:00:00,1.091108934,8.648712717,0,7.375273547,0,0.203065507,0.203065507,0.203065507,0.154878975,0.033744183,0.330033496,0.352274774,1.249175289
 01/25  11:00:00,1.088190898,8.748132943,0,7.620722762,0,0.20982353,0.20982353,0.20982353,0.127943439,0.027875616,0.34487662,0.360559693,1.102575654
 01/25  12:00:00,1.140608034,9.92582311,0,8.930539756,0,0.245887094,0.245887094,0.245887094,0.127943439,0.027875616,0.361119726,0.360670159,0.970441218
 01/25  13:00:00,1.095227693,8.730772045,0,7.83982421,0,0.215856113,0.215856113,0.215856113,0.127943439,0.027875616,0.351845974,0.354594551,0.866524173
 01/25  14:00:00,1.067796859,8.461405896,0,7.633008228,0,0.210161789,0.210161789,0.210161789,0.127943439,0.027875616,0.317847783,0.366856232,0.80312945
 01/25  15:00:00,1.050762174,7.651683005,0,6.881656187,0,0.1894746,0.1894746,0.1894746,0.134677344,0.029342762,0.292642171,0.387513298,0.743335788
 01/25  16:00:00,1.138533501,8.206411299,0,7.426598039,0,0.204478639,0.204478639,0.204478639,0.168346701,0.036678457,0.302863616,0.409054088,0.75163855
 01/25  17:00:00,1.410731592,8.543801886,0,7.685873432,0,0.211617342,0.211617342,0.211617342,0.282822414,0.061619798,0.353720743,0.483839294,0.824602709
 01/25  18:00:00,1.941574223,10.17032476,0,9.149887053,0,0.251926446,0.251926446,0.251926446,0.52524165,0.114436773,0.445069937,0.587787417,0.979952255
 01/25  19:00:00,2.249829774,8.972232335,0,7.807194439,0,0.214957708,0.214957708,0.214957708,0.781128612,0.170188022,0.398283704,0.638159727,1.121082913
 01/25  20:00:00,2.21980815,9.176514556,0,7.987431999,0,0.21992024,0.21992024,0.21992024,0.828265695,0.180457992,0.315345897,0.658706327,1.14371237
 01/25  21:00:00,2.070020244,9.328988927,0,8.221864202,0,0.226374928,0.226374928,0.226374928,0.713789982,0.155516632,0.275874928,0.681351773,1.060194772
 01/25  22:00:00,1.89980378,9.32037012,0,8.317761372,0,0.229015293,0.229015293,0.229015293,0.599314185,0.130575291,0.258342283,0.665444728,0.956774436
