Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/01  01:00:00,0.981488854,9.926211328,0,9.468367095,0,0.260695248,0.260695248,0.260695248,0.161612796,0.035211311,0.092942925,0.413914574,0.429334744
 01/01  02:00:00,0.867894011,10.4840394,0,10.12141615,0,0.278675833,0.278675833,0.278675833,0.094274166,0.020539939,0.07618578,0.381106294,0.336373522
 01/01  03:00:00,0.824653254,10.74273398,0,10.40620616,0,0.286517038,0.286517038,0.286517038,0.067338672,0.014671381,0.062326493,0.37668767,0.310582435
 01/01  04:00:00,0.819951111,11.07388606,0,10.731277,0,0.295467306,0.295467306,0.295467306,0.067338672,0.014671381,0.053976431,0.371385321,0.317028889
 01/01  05:00:00,0.821757323,11.29178921,0,10.87615289,0,0.299456215,0.299456215,0.299456215,0.067338672,0.014671381,0.065822864,0.357356191,0.39102244
 01/01  06:00:00,0.87929541,11.67974786,0,10.94364114,0,0.301314388,0.301314388,0.301314388,0.067338672,0.014671381,0.080078181,0.398780788,0.708639606
 01/01  07:00:00,1.10415627,12.13480913,0,10.79731628,0,0.297285584,0.297285584,0.297285584,0.154878975,0.033744183,0.140383543,0.460751986,1.305757314
 01/01  08:00:00,1.447002155,12.81813922,0,11.30602823,0,0.311292095,0.311292095,0.311292095,0.316491771,0.068955493,0.228567291,0.489583505,1.478389601
 01/01  09:00:00,1.376067544,11.4572124,0,9.983108013,0,0.274867756,0.274867756,0.274867756,0.303024045,0.066021219,0.30112795,0.413914574,1.4455949
 01/01  10:00:00,1.17742671,10.21751858,0,8.874793771,0,0.244352224,0.244352224,0.244352224,0.154878975,0.033744183,0.375064554,0.352274774,1.318460927
 01/01  11:00:00,1.183292942,10.4127438,0,9.225537247,0,0.254009344,0.254009344,0.254009344,0.127943439,0.027875616,0.395792849,0.360559693,1.162372024
 01/01  12:00:00,1.147882351,8.331794059,0,7.288365834,0,0.200672652,0.200672652,0.200672652,0.127943439,0.027875616,0.413608485,0.360670159,1.018586089
 01/01  13:00:00,1.118645229,7.888605533,0,6.95387943,0,0.191463143,0.191463143,0.191463143,0.127943439,0.027875616,0.39965648,0.354594551,0.910302441
 01/01  14:00:00,1.086674702,7.602761522,0,6.735542117,0,0.185451599,0.185451599,0.185451599,0.127943439,0.027875616,0.361435816,0.366856232,0.841951187
 01/01  15:00:00,1.08355294,7.456025956,0,6.651578078,0,0.183139793,0.183139793,0.183139793,0.134677344,0.029342762,0.331767743,0.387513298,0.777756848
 01/01  16:00:00,1.1554661,7.508722315,0,6.695614666,0,0.184352265,0.184352265,0.184352265,0.168346701,0.036678457,0.339922589,0.409054088,0.784932939
 01/01  17:00:00,1.418391552,7.560132483,0,6.659553499,0,0.183359383,0.183359383,0.183359383,0.282822414,0.061619798,0.389638663,0.483839294,0.867253239
 01/01  18:00:00,1.941500434,8.933745637,0,7.863236357,0,0.216500726,0.216500726,0.216500726,0.52524165,0.114436773,0.480421868,0.587787417,1.030023827
 01/01  19:00:00,2.252138668,7.877841164,0,6.644913145,0,0.182956286,0.182956286,0.182956286,0.781128612,0.170188022,0.43259402,0.638159727,1.188973036
 01/01  20:00:00,2.208295493,7.59214167,0,6.325537622,0,0.174162829,0.174162829,0.174162829,0.828265695,0.180457992,0.349590651,0.658706327,1.221233863
 01/01  21:00:00,2.054371663,7.570444029,0,6.387577006,0,0.175870977,0.175870977,0.175870977,0.713789982,0.155516632,0.310730298,0.681351773,1.135937071
 01/01  22:00:00,1.885931237,7.586810176,0,6.520685552,0,0.179535892,0.179535892,0.179535892,0.599314185,0.130575291,0.29394914,0.665444728,1.020290313
 01/01  23:00:00,1.566500474,7.776470162,0,6.89673987,0,0.189889903,0.189889903,0.189889903,0.451169115,0.098298255,0.234174068,0.575857133,0.84006657
 01/01  24:00:00,1.246938238,7.963585356,0,7.289913502,0,0.200715264,0.200715264,0.200715264,0.309757866,0.067488347,0.151455627,0.500409133,0.639204818
 01/02  01:00:00,0.93430537,8.434227031,0,7.993432288,0,0.220085448,0.220085448,0.220085448,0.161612796,0.035211311,0.086369242,0.413914574,0.412285253
 01/02  02:00:00,0.810965388,8.551820579,0,8.197141617,0,0.225694235,0.225694235,0.225694235,0.094274166,0.020539939,0.072238755,0.381106294,0.328429232
 01/02  03:00:00,0.767886856,8.769742271,0,8.439308262,0,0.232361878,0.232361878,0.232361878,0.067338672,0.014671381,0.059715255,0.37668767,0.304488623
 01/02  04:00:00,0.757259733,8.840728814,0,8.503937489,0,0.234141333,0.234141333,0.234141333,0.067338672,0.014671381,0.052611026,0.371385321,0.311211153
 01/02  05:00:00,0.748902841,8.729725212,0,8.327117161,0,0.229272888,0.229272888,0.229272888,0.067338672,0.014671381,0.063151709,0.357356191,0.377994174
 01/02  06:00:00,0.7998467,8.904909985,0,8.206880224,0,0.22596237,0.22596237,0.22596237,0.067338672,0.014671381,0.075981488,0.398780788,0.670562653
 01/02  07:00:00,1.027976075,9.665650279,0,8.416391416,0,0.231730902,0.231730902,0.231730902,0.154878975,0.033744183,0.129758031,0.460751986,1.21752332
 01/02  08:00:00,1.325524407,9.066409666,0,7.662569509,0,0.210975708,0.210975708,0.210975708,0.316491771,0.068955493,0.207405929,0.489583505,1.370118765
 01/02  09:00:00,1.273709816,8.804682666,0,7.443620712,0,0.204947329,0.204947329,0.204947329,0.303024045,0.066021219,0.268690649,0.413914574,1.332552464
 01/02  10:00:00,1.089108225,8.5406682,0,7.302608446,0,0.201064798,0.201064798,0.201064798,0.154878975,0.033744183,0.330033496,0.352274774,1.213795873
 01/02  11:00:00,1.10356947,9.275845144,0,8.179267524,0,0.225202102,0.225202102,0.225202102,0.127943439,0.027875616,0.34487662,0.360559693,1.071743093
 01/02  12:00:00,1.085973065,7.914278325,0,6.946215363,0,0.191252126,0.191252126,0.191252126,0.127943439,0.027875616,0.361119726,0.360670159,0.943220826
 01/02  13:00:00,1.057438074,7.33627158,0,6.467317466,0,0.178066494,0.178066494,0.178066494,0.127943439,0.027875616,0.351845974,0.354594551,0.844530452
 01/02  14:00:00,1.034204042,7.223344228,0,6.412927979,0,0.176568972,0.176568972,0.176568972,0.127943439,0.027875616,0.317847783,0.366856232,0.785148031
 01/02  15:00:00,1.038869733,7.20318069,0,6.449726544,0,0.177582158,0.177582158,0.177582158,0.134677344,0.029342762,0.292642171,0.387513298,0.726763115
 01/02  16:00:00,1.108108257,7.083816082,0,6.321563019,0,0.174053395,0.174053395,0.174053395,0.168346701,0.036678457,0.302863616,0.409054088,0.734078353
 01/02  17:00:00,1.380161121,7.413522412,0,6.575563811,0,0.181046871,0.181046871,0.181046871,0.282822414,0.061619798,0.353720743,0.483839294,0.804632857
 01/02  18:00:00,1.896606619,8.512033118,0,7.516678219,0,0.206958842,0.206958842,0.206958842,0.52524165,0.114436773,0.445069937,0.587787417,0.954869446
 01/02  19:00:00,2.201702732,7.195324771,0,6.059235857,0,0.166830666,0.166830666,0.166830666,0.781128612,0.170188022,0.398283704,0.638159727,1.092133931
 01/02  20:00:00,2.158043536,6.902225133,0,5.744161167,0,0.158155625,0.158155625,0.158155625,0.828265695,0.180457992,0.315345897,0.658706327,1.11269378
 01/02  21:00:00,2.000258852,6.767357707,0,5.688152992,0,0.156613536,0.156613536,0.156613536,0.713789982,0.155516632,0.275874928,0.681351773,1.032274763
 01/02  22:00:00,1.828714452,6.714995276,0,5.735819949,0,0.157925964,0.157925964,0.157925964,0.599314185,0.130575291,0.258342283,0.665444728,0.933341016
 01/02  23:00:00,1.517424074,6.953770861,0,6.141901201,0,0.169106715,0.169106715,0.169106715,0.451169115,0.098298255,0.205880856,0.575857133,0.772205938
 01/02  24:00:00,1.210073887,7.147176841,0,6.515232746,0,0.179385759,0.179385759,0.179385759,0.309757866,0.067488347,0.135920782,0.500409133,0.597477057
 01/03  01:00:00,0.903503991,7.316231463,0,6.874736164,0,0.189284069,0.189284069,0.189284069,0.161612796,0.035211311,0.086369242,0.413914574,0.412985809
 01/03  02:00:00,0.782223601,7.508622481,0,7.153249197,0,0.196952447,0.196952447,0.196952447,0.094274166,0.020539939,0.072238755,0.381106294,0.329123554
 01/03  03:00:00,0.737900045,7.68181537,0,7.350196984,0,0.202375067,0.202375067,0.202375067,0.067338672,0.014671381,0.059715255,0.37668767,0.305673
 01/03  04:00:00,0.735067866,8.035507033,0,7.697936052,0,0.211949466,0.211949466,0.211949466,0.067338672,0.014671381,0.052611026,0.371385321,0.311990809
 01/03  05:00:00,0.73585098,8.256858302,0,7.853077774,0,0.216221027,0.216221027,0.216221027,0.067338672,0.014671381,0.063151709,0.357356191,0.37916665
 01/03  06:00:00,0.796182787,8.773545348,0,8.073808086,0,0.222298457,0.222298457,0.222298457,0.067338672,0.014671381,0.075981488,0.398780788,0.672270153
 01/03  07:00:00,1.034005612,9.887224399,0,8.63538222,0,0.237760438,0.237760438,0.237760438,0.154878975,0.033744183,0.129758031,0.460751986,1.220106635
 01/03  08:00:00,1.334654102,9.400905177,0,7.994157093,0,0.220105404,0.220105404,0.220105404,0.316491771,0.068955493,0.207405929,0.489583505,1.373026691
 01/03  09:00:00,1.293832323,9.538146881,0,8.174463647,0,0.225069835,0.225069835,0.225069835,0.303024045,0.066021219,0.268690649,0.413914574,1.335173745
 01/03  10:00:00,1.1155724,9.504381091,0,8.263778734,0,0.227528973,0.227528973,0.227528973,0.154878975,0.033744183,0.330033496,0.352274774,1.216338476
 01/03  11:00:00,1.140048968,10.60258336,0,9.504191096,0,0.2616816,0.2616816,0.2616816,0.127943439,0.027875616,0.34487662,0.360559693,1.073557737
 01/03  12:00:00,1.118752929,9.106156976,0,8.136769411,0,0.224031989,0.224031989,0.224031989,0.127943439,0.027875616,0.361119726,0.360670159,0.944545429
 01/03  13:00:00,1.090094254,8.523009808,0,7.653379364,0,0.210722674,0.210722674,0.210722674,0.127943439,0.027875616,0.351845974,0.354594551,0.845206781
 01/03  14:00:00,1.063842826,8.300376396,0,7.489399032,0,0.206207756,0.206207756,0.206207756,0.127943439,0.027875616,0.317847783,0.366856232,0.785709145
 01/03  15:00:00,1.062240775,8.052388145,0,7.298555266,0,0.200953201,0.200953201,0.200953201,0.134677344,0.029342762,0.292642171,0.387513298,0.727141849
 01/03  16:00:00,1.130832966,7.90945494,0,7.146917107,0,0.196778104,0.196778104,0.196778104,0.168346701,0.036678457,0.302863616,0.409054088,0.734363123
 01/03  17:00:00,1.396007817,7.989915541,0,7.151110702,0,0.196893567,0.196893567,0.196893567,0.282822414,0.061619798,0.353720743,0.483839294,0.805479094
 01/03  18:00:00,1.918553751,9.310347507,0,8.313790944,0,0.228905974,0.228905974,0.228905974,0.52524165,0.114436773,0.445069937,0.587787417,0.95607111
 01/03  19:00:00,2.226384957,8.092880604,0,6.955686288,0,0.191512891,0.191512891,0.191512891,0.781128612,0.170188022,0.398283704,0.638159727,1.093239333
 01/03  20:00:00,2.184837072,7.877959704,0,6.71729375,0,0.184949162,0.184949162,0.184949162,0.828265695,0.180457992,0.315345897,0.658706327,1.115295768
 01/03  21:00:00,2.03126296,7.895131519,0,6.814212154,0,0.187617644,0.187617644,0.187617644,0.713789982,0.155516632,0.275874928,0.681351773,1.033989412
 01/03  22:00:00,1.865259883,8.043166557,0,7.063138183,0,0.194471395,0.194471395,0.194471395,0.599314185,0.130575291,0.258342283,0.665444728,0.934194063
 01/03  23:00:00,1.551611686,8.195888924,0,7.383584227,0,0.203294327,0.203294327,0.203294327,0.451169115,0.098298255,0.205880856,0.575857133,0.772640974
 01/03  24:00:00,1.243708632,8.368842114,0,7.73683583,0,0.213020504,0.213020504,0.213020504,0.309757866,0.067488347,0.135920782,0.500409133,0.597539247
 01/04  01:00:00,0.936465265,8.513235422,0,8.071878958,0,0.222245342,0.222245342,0.222245342,0.161612796,0.035211311,0.086369242,0.413914574,0.412846974
 01/04  02:00:00,0.814952646,8.696832752,0,8.341957514,0,0.229681492,0.229681492,0.229681492,0.094274166,0.020539939,0.072238755,0.381106294,0.328625508
 01/04  03:00:00,0.770578788,8.868121093,0,8.537078391,0,0.235053811,0.235053811,0.235053811,0.067338672,0.014671381,0.059715255,0.37668767,0.305097316
 01/04  04:00:00,0.763360667,9.062608577,0,8.725521432,0,0.240242266,0.240242266,0.240242266,0.067338672,0.014671381,0.052611026,0.371385321,0.311506973
 01/04  05:00:00,0.761010296,9.17032748,0,8.766855996,0,0.241380343,0.241380343,0.241380343,0.067338672,0.014671381,0.063151709,0.357356191,0.378857606
 01/04  06:00:00,0.812705283,9.373826143,0,8.673899823,0,0.238820954,0.238820954,0.238820954,0.067338672,0.014671381,0.075981488,0.398780788,0.672459211
 01/04  07:00:00,1.026180003,9.604239755,0,8.351158656,0,0.22993483,0.22993483,0.22993483,0.154878975,0.033744183,0.129758031,0.460751986,1.221345555
 01/04  08:00:00,1.355034068,10.14286325,0,8.734350878,0,0.24048537,0.24048537,0.24048537,0.316491771,0.068955493,0.207405929,0.489583505,1.374790976
 01/04  09:00:00,1.291790562,9.465564278,0,8.100307546,0,0.223028074,0.223028074,0.223028074,0.303024045,0.066021219,0.268690649,0.413914574,1.336747242
 01/04  10:00:00,1.107664904,9.218316213,0,7.976581032,0,0.219621477,0.219621477,0.219621477,0.154878975,0.033744183,0.330033496,0.352274774,1.2174713
 01/04  11:00:00,1.126874205,10.12553086,0,9.025687967,0,0.248506837,0.248506837,0.248506837,0.127943439,0.027875616,0.34487662,0.360559693,1.07500836
 01/04  12:00:00,1.10638364,8.658164513,0,7.687520841,0,0.211662701,0.211662701,0.211662701,0.127943439,0.027875616,0.361119726,0.360670159,0.945801535
 01/04  13:00:00,1.075824755,8.006222533,0,7.135115774,0,0.196453175,0.196453175,0.196453175,0.127943439,0.027875616,0.351845974,0.354594551,0.846683097
 01/04  14:00:00,1.048387495,7.740280503,0,6.928066398,0,0.190752425,0.190752425,0.190752425,0.127943439,0.027875616,0.317847783,0.366856232,0.786945886
 01/04  15:00:00,1.049426492,7.588068598,0,6.833144622,0,0.188138917,0.188138917,0.188138917,0.134677344,0.029342762,0.292642171,0.387513298,0.728232946
 01/04  16:00:00,1.122856516,7.621023866,0,6.857215013,0,0.188801654,0.188801654,0.188801654,0.168346701,0.036678457,0.302863616,0.409054088,0.735634142
 01/04  17:00:00,1.403017936,8.245960027,0,7.405715941,0,0.203903686,0.203903686,0.203903686,0.282822414,0.061619798,0.353720743,0.483839294,0.806918342
 01/04  18:00:00,1.931068727,9.766259345,0,8.768330819,0,0.241420949,0.241420949,0.241420949,0.52524165,0.114436773,0.445069937,0.587787417,0.957443072
 01/04  19:00:00,2.250042485,8.953310432,0,7.814920047,0,0.215170419,0.215170419,0.215170419,0.781128612,0.170188022,0.398283704,0.638159727,1.094435402
 01/04  20:00:00,2.209295657,8.767630454,0,7.605621624,0,0.209407746,0.209407746,0.209407746,0.828265695,0.180457992,0.315345897,0.658706327,1.116638645
 01/04  21:00:00,2.055759708,8.7860869,0,7.703926148,0,0.212114393,0.212114393,0.212114393,0.713789982,0.155516632,0.275874928,0.681351773,1.0352308
 01/04  22:00:00,1.898942342,9.267293756,0,8.286474202,0,0.228153854,0.228153854,0.228153854,0.599314185,0.130575291,0.258342283,0.665444728,0.934985242
 01/04  23:00:00,1.58559019,9.430157496,0,8.617672507,0,0.237272831,0.237272831,0.237272831,0.451169115,0.098298255,0.205880856,0.575857133,0.772821266
 01/04  24:00:00,1.28007171,9.689308315,0,9.057531044,0,0.249383582,0.249383582,0.249383582,0.309757866,0.067488347,0.135920782,0.500409133,0.597310233
 01/05  01:00:00,0.978038737,10.02268062,0,9.581814027,0,0.263818814,0.263818814,0.263818814,0.161612796,0.035211311,0.086369242,0.413914574,0.412357105
 01/05  02:00:00,0.855944003,10.18499249,0,9.830750359,0,0.270672849,0.270672849,0.270672849,0.094274166,0.020539939,0.072238755,0.381106294,0.327992405
 01/05  03:00:00,0.808057593,10.22852214,0,9.898296471,0,0.272532616,0.272532616,0.272532616,0.067338672,0.014671381,0.059715255,0.37668767,0.304280279
 01/05  04:00:00,0.80769865,10.67238569,0,10.33586265,0,0.28458025,0.28458025,0.28458025,0.067338672,0.014671381,0.052611026,0.371385321,0.310942871
 01/05  05:00:00,0.830295405,11.6864961,0,11.28326877,0,0.310665452,0.310665452,0.310665452,0.067338672,0.014671381,0.063151709,0.357356191,0.37861345
 01/05  06:00:00,0.901963273,12.61561615,0,11.91572115,0,0.328078944,0.328078944,0.328078944,0.067338672,0.014671381,0.075981488,0.398780788,0.672427893
 01/05  07:00:00,1.151764584,14.16616359,0,12.91235002,0,0.35551941,0.35551941,0.35551941,0.154878975,0.033744183,0.129758031,0.460751986,1.222078022
 01/05  08:00:00,1.467685984,14.23513489,0,12.82583203,0,0.353137286,0.353137286,0.353137286,0.316491771,0.068955493,0.207405929,0.489583505,1.375581465
 01/05  09:00:00,1.391313233,13.0800562,0,11.71493878,0,0.322550746,0.322550746,0.322550746,0.303024045,0.066021219,0.268690649,0.413914574,1.336607929
 01/05  10:00:00,1.172576996,11.57567385,0,10.33416722,0,0.284533569,0.284533569,0.284533569,0.154878975,0.033744183,0.330033496,0.352274774,1.21724274
 01/05  11:00:00,1.17302163,11.80165642,0,10.70174752,0,0.294654262,0.294654262,0.294654262,0.127943439,0.027875616,0.34487662,0.360559693,1.075074375
 01/05  12:00:00,1.129690058,9.504805061,0,8.534002393,0,0.234969118,0.234969118,0.234969118,0.127943439,0.027875616,0.361119726,0.360670159,0.945960532
 01/05  13:00:00,1.087391958,8.426857408,0,7.555232876,0,0.208020378,0.208020378,0.208020378,0.127943439,0.027875616,0.351845974,0.354594551,0.84720087
 01/05  14:00:00,1.047654763,7.714761349,0,6.90145381,0,0.190019693,0.190019693,0.190019693,0.127943439,0.027875616,0.317847783,0.366856232,0.788039321
 01/05  15:00:00,1.050827583,7.639798321,0,6.884031794,0,0.189540008,0.189540008,0.189540008,0.134677344,0.029342762,0.292642171,0.387513298,0.729075497
 01/05  16:00:00,1.132422408,7.969484982,0,7.204645127,0,0.198367546,0.198367546,0.198367546,0.168346701,0.036678457,0.302863616,0.409054088,0.736665145
 01/05  17:00:00,1.409731557,8.490415197,0,7.649552501,0,0.210617307,0.210617307,0.210617307,0.282822414,0.061619798,0.353720743,0.483839294,0.807536952
 01/05  18:00:00,1.941254193,10.1370796,0,9.138263666,0,0.251606416,0.251606416,0.251606416,0.52524165,0.114436773,0.445069937,0.587787417,0.958330483
 01/05  19:00:00,2.257170716,9.2135581,0,8.073815098,0,0.22229865,0.22229865,0.22229865,0.781128612,0.170188022,0.398283704,0.638159727,1.095788019
 01/05  20:00:00,2.223634548,9.289775761,0,8.12640551,0,0.223746637,0.223746637,0.223746637,0.828265695,0.180457992,0.315345897,0.658706327,1.118000066
 01/05  21:00:00,2.079677773,9.655806574,0,8.572622504,0,0.236032457,0.236032457,0.236032457,0.713789982,0.155516632,0.275874928,0.681351773,1.036254117
 01/05  22:00:00,1.917426227,9.939245856,0,8.957802946,0,0.24663774,0.24663774,0.24663774,0.599314185,0.130575291,0.258342283,0.665444728,0.935608598
 01/05  23:00:00,1.606801638,10.2009925,0,9.38806544,0,0.258484279,0.258484279,0.258484279,0.451169115,0.098298255,0.205880856,0.575857133,0.77326334
 01/05  24:00:00,1.307033825,10.66853501,0,10.03678634,0,0.276345697,0.276345697,0.276345697,0.309757866,0.067488347,0.135920782,0.500409133,0.597281625
 01/06  01:00:00,1.011618896,11.24191593,0,10.80143455,0,0.297398973,0.297398973,0.297398973,0.161612796,0.035211311,0.086369242,0.413914574,0.411971887
 01/06  02:00:00,0.890795003,11.45021893,0,11.0965274,0,0.305523849,0.305523849,0.305523849,0.094274166,0.020539939,0.072238755,0.381106294,0.327441797
 01/06  03:00:00,0.852499804,11.84203387,0,11.51242318,0,0.316974826,0.316974826,0.316974826,0.067338672,0.014671381,0.059715255,0.37668767,0.30366531
 01/06  04:00:00,0.854390378,12.36742108,0,12.03169109,0,0.331271977,0.331271977,0.331271977,0.067338672,0.014671381,0.052611026,0.371385321,0.31014982
 01/06  05:00:00,0.857217114,12.66325427,0,12.26105651,0,0.337587161,0.337587161,0.337587161,0.067338672,0.014671381,0.063151709,0.357356191,0.377583875
 01/06  06:00:00,0.916535602,13.14452058,0,12.44498344,0,0.342651273,0.342651273,0.342651273,0.067338672,0.014671381,0.075981488,0.398780788,0.672070035
 01/06  07:00:00,1.160661189,14.4902506,0,13.23547185,0,0.364416016,0.364416016,0.364416016,0.154878975,0.033744183,0.129758031,0.460751986,1.223043201
 01/06  08:00:00,1.456555713,13.8317365,0,12.42158416,0,0.342007014,0.342007014,0.342007014,0.316491771,0.068955493,0.207405929,0.489583505,1.376430947
 01/06  09:00:00,1.392516924,13.12569885,0,11.75865644,0,0.323754436,0.323754436,0.323754436,0.303024045,0.066021219,0.268690649,0.413914574,1.33853292
 01/06  10:00:00,1.184437849,12.00821585,0,10.76494956,0,0.296394422,0.296394422,0.296394422,0.154878975,0.033744183,0.330033496,0.352274774,1.219002407
 01/06  11:00:00,1.203672873,12.91628992,0,11.81499074,0,0.325305505,0.325305505,0.325305505,0.127943439,0.027875616,0.34487662,0.360559693,1.07646466
 01/06  12:00:00,1.180478781,11.35033898,0,10.37863239,0,0.285757841,0.285757841,0.285757841,0.127943439,0.027875616,0.361119726,0.360670159,0.946864455
 01/06  13:00:00,1.155668277,10.90659297,0,10.03500669,0,0.276296697,0.276296697,0.276296697,0.127943439,0.027875616,0.351845974,0.354594551,0.84716262
 01/06  14:00:00,1.135890067,10.91908029,0,10.10613151,0,0.278254997,0.278254997,0.278254997,0.127943439,0.027875616,0.317847783,0.366856232,0.787680563
 01/06  15:00:00,1.139952051,10.87603236,0,10.12100368,0,0.278664477,0.278664477,0.278664477,0.134677344,0.029342762,0.292642171,0.387513298,0.728337648
 01/06  16:00:00,1.214170918,10.93734773,0,10.17372457,0,0.280116056,0.280116056,0.280116056,0.168346701,0.036678457,0.302863616,0.409054088,0.735448445
 01/06  17:00:00,1.498283233,11.70601698,0,10.86572071,0,0.299168983,0.299168983,0.299168983,0.282822414,0.061619798,0.353720743,0.483839294,0.806970527
 01/06  18:00:00,2.048820939,14.04352308,0,13.04505309,0,0.359173162,0.359173162,0.359173162,0.52524165,0.114436773,0.445069937,0.587787417,0.957984527
 01/06  19:00:00,2.362075538,13.02287398,0,11.88392429,0,0.327203472,0.327203472,0.327203472,0.781128612,0.170188022,0.398283704,0.638159727,1.094994709
 01/06  20:00:00,2.324722952,12.96079658,0,11.79790367,0,0.324835041,0.324835041,0.324835041,0.828265695,0.180457992,0.315345897,0.658706327,1.11752273
 01/06  21:00:00,2.182941947,13.40558885,0,12.32314395,0,0.339296632,0.339296632,0.339296632,0.713789982,0.155516632,0.275874928,0.681351773,1.035514954
 01/06  22:00:00,2.021212059,13.70778805,0,12.7272708,0,0.350423571,0.350423571,0.350423571,0.599314185,0.130575291,0.258342283,0.665444728,0.934682941
 01/06  23:00:00,1.708233431,13.88366733,0,13.07203534,0,0.359916072,0.359916072,0.359916072,0.451169115,0.098298255,0.205880856,0.575857133,0.771968265
 01/06  24:00:00,1.410439926,14.42266627,0,13.79246251,0,0.379751798,0.379751798,0.379751798,0.309757866,0.067488347,0.135920782,0.500409133,0.595736719
 01/07  01:00:00,1.112737695,14.69034886,0,14.23528259,0,0.39194409,0.39194409,0.39194409,0.161612796,0.035211311,0.092942925,0.413914574,0.426556774
 01/07  02:00:00,0.991614,14.97492772,0,14.61488614,0,0.402395822,0.402395822,0.402395822,0.094274166,0.020539939,0.07618578,0.381106294,0.333791849
 01/07  03:00:00,0.94931694,15.26774207,0,14.93395094,0,0.411180724,0.411180724,0.411180724,0.067338672,0.014671381,0.062326493,0.37668767,0.307845751
 01/07  04:00:00,0.945983662,15.64913578,0,15.30873851,0,0.421499857,0.421499857,0.421499857,0.067338672,0.014671381,0.053976431,0.371385321,0.314817096
 01/07  05:00:00,0.948836091,15.90584606,0,15.49161263,0,0.426534982,0.426534982,0.426534982,0.067338672,0.014671381,0.065822864,0.357356191,0.389619546
 01/07  06:00:00,1.012380687,16.5159248,0,15.77725537,0,0.434399665,0.434399665,0.434399665,0.067338672,0.014671381,0.080078181,0.398780788,0.711202318
 01/07  07:00:00,1.267459712,18.07525246,0,16.72844449,0,0.460589026,0.460589026,0.460589026,0.154878975,0.033744183,0.140383543,0.460751986,1.315072432
 01/07  08:00:00,1.586867167,17.9094661,0,16.38588021,0,0.451157106,0.451157106,0.451157106,0.316491771,0.068955493,0.228567291,0.489583505,1.489864498
 01/07  09:00:00,1.491368001,15.65544458,0,14.17078332,0,0.390168213,0.390168213,0.390168213,0.303024045,0.066021219,0.30112795,0.413914574,1.456151769
 01/07  10:00:00,1.279299778,13.92733372,0,12.57479065,0,0.346225292,0.346225292,0.346225292,0.154878975,0.033744183,0.375064554,0.352274774,1.328279186
 01/07  11:00:00,1.291749482,14.36005891,0,13.16464372,0,0.362465884,0.362465884,0.362465884,0.127943439,0.027875616,0.395792849,0.360559693,1.170580665
 01/07  12:00:00,1.240289743,11.69455059,0,10.64457242,0,0.293080044,0.293080044,0.293080044,0.127943439,0.027875616,0.413608485,0.360670159,1.02513604
 01/07  13:00:00,1.189889102,10.48169904,0,9.541433871,0,0.262707016,0.262707016,0.262707016,0.127943439,0.027875616,0.39965648,0.354594551,0.915841508
 01/07  14:00:00,1.150577186,9.928824201,0,9.056459693,0,0.249354084,0.249354084,0.249354084,0.127943439,0.027875616,0.361435816,0.366856232,0.847096289
 01/07  15:00:00,1.151102488,9.914128045,0,9.104955798,0,0.250689341,0.250689341,0.250689341,0.134677344,0.029342762,0.331767743,0.387513298,0.782481217
 01/07  16:00:00,1.235799883,10.43132407,0,9.613311694,0,0.264686049,0.264686049,0.264686049,0.168346701,0.036678457,0.339922589,0.409054088,0.789837665
 01/07  17:00:00,1.532673995,11.71661073,0,10.81025485,0,0.297641825,0.297641825,0.297641825,0.282822414,0.061619798,0.389638663,0.483839294,0.873030133
 01/07  18:00:00,2.084680694,14.14056488,0,13.06349712,0,0.359680986,0.359680986,0.359680986,0.52524165,0.114436773,0.480421868,0.587787417,1.036582311
 01/07  19:00:00,2.397889339,13.17880997,0,11.93853041,0,0.328706958,0.328706958,0.328706958,0.781128612,0.170188022,0.43259402,0.638159727,1.196324571
 01/07  20:00:00,2.361924031,13.1812008,0,11.90527642,0,0.327791366,0.327791366,0.327791366,0.828265695,0.180457992,0.349590651,0.658706327,1.230554197
 01/07  21:00:00,2.222751318,13.69323309,0,12.50307164,0,0.344250632,0.344250632,0.344250632,0.713789982,0.155516632,0.310730298,0.681351773,1.143231496
 01/07  22:00:00,2.067121136,14.17250991,0,13.10144408,0,0.360725791,0.360725791,0.360725791,0.599314185,0.130575291,0.29394914,0.665444728,1.02523152
 01/07  23:00:00,1.747123548,14.33933118,0,13.45691153,0,0.370512977,0.370512977,0.370512977,0.451169115,0.098298255,0.234174068,0.575857133,0.84275593
 01/07  24:00:00,1.43305946,14.72366067,0,14.04977609,0,0.386836486,0.386836486,0.386836486,0.309757866,0.067488347,0.151455627,0.500409133,0.639417544
 01/08  01:00:00,1.127918409,15.24129048,0,14.78664119,0,0.407124803,0.407124803,0.407124803,0.161612796,0.035211311,0.092942925,0.413914574,0.426139796
